abc_profit,abc_revenue,available_to_ship,avg_daily_sales_official,avg_daily_stock_official,avg_unit_revenue,cogs,current_winner,damaged,gross_profit,historical_only_hit,in_sale,key,marketplace_fee,net_revenue,product_id,profit_margin_pct,reorder_candidate,returns,returns_stock,revenue,sale_price,seller_sku_id,sku,stale_stock,status,stock_cover_days,stock_value_sale,stockout_risk,storage_cost_per_day,title,to_ship,total_stock,turnover_days_official,units_sold
C,C,988,0.0,12.0,0.0,0.0,False,0,0.0,False,12,WONDERS-КУКПЕРЧ-КОТ,0.0,0.0,939089,0.0,False,0,2,0.0,289.0,,WONDERS-КУКПЕРЧ-КОТ,True,В продаже,,3468.0,False,0.0,Кукла-перчатка. Кукольный театр. Лиса Мышка Медведь Кот Заяц Лягушка,0,12,0.0,0
C,C,995,0.0,5.0,0.0,0.0,False,0,0.0,False,5,WONDERS-КУКПЕРЧ-МЕДВЕДЬ,0.0,0.0,939089,0.0,False,0,1,0.0,289.0,,WONDERS-КУКПЕРЧ-МЕДВЕДЬ,True,В продаже,,1445.0,False,0.0,Кукла-перчатка. Кукольный театр. Лиса Мышка Медведь Кот Заяц Лягушка,0,5,0.0,0
C,C,998,0.0,2.0,0.0,0.0,False,0,0.0,False,2,WONDERS-КУКПЕРЧ-ЗАЯЦ,0.0,0.0,939089,0.0,False,0,0,0.0,289.0,,WONDERS-КУКПЕРЧ-ЗАЯЦ,True,В продаже,,578.0,False,0.0,Кукла-перчатка. Кукольный театр. Лиса Мышка Медведь Кот Заяц Лягушка,0,2,0.0,0
C,C,989,0.0,11.0,0.0,0.0,False,0,0.0,False,11,WONDERS-КУКПЕРЧ-ЛИСА,0.0,0.0,939089,0.0,False,0,1,0.0,289.0,,WONDERS-КУКПЕРЧ-ЛИСА,True,В продаже,,3179.0,False,0.0,Кукла-перчатка. Кукольный театр. Лиса Мышка Медведь Кот Заяц Лягушка,0,11,0.0,0
C,C,989,0.0,11.0,0.0,0.0,False,0,0.0,False,11,WONDERS-КУКПЕРЧ-МЫШКА,0.0,0.0,939089,0.0,False,0,3,0.0,299.0,,WONDERS-КУКПЕРЧ-МЫШКА,True,В продаже,,3289.0,False,0.0,Кукла-перчатка. Кукольный театр. Лиса Мышка Медведь Кот Заяц Лягушка,0,11,0.0,0
C,C,988,0.0,12.0,0.0,0.0,False,0,0.0,False,12,WONDERS-04050,0.0,0.0,939815,0.0,False,0,1,0.0,369.0,,WONDERS-04050,True,В продаже,,4428.0,False,0.0,Настольная игра МЕМО,0,12,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04051,0.0,0.0,939852,0.0,False,0,3,0.0,369.0,,WONDERS-04051,False,Возврат,,0.0,False,0.0,Настольная игра 'Мемо Животные' для малышей,0,0,0.0,0
C,C,996,0.017,4.583,0.0,0.0,False,0,0.0,False,4,WONDERS-04052-ГОЛУБ,0.0,0.0,940002,0.0,False,0,1,0.0,319.0,,WONDERS-04052-ГОЛУБ,False,В продаже,235.3,1276.0,False,0.0,Мемо. Детская настольная игра на развитие памяти,0,4,275.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04052-ЗЕЛЕН,0.0,0.0,940002,0.0,False,0,0,0.0,349.0,,WONDERS-04052-ЗЕЛЕН,False,В продаже,,0.0,False,0.0,Мемо. Детская настольная игра на развитие памяти,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02907-ЗЕЛЕН,0.0,0.0,949646,0.0,False,0,2,0.0,275.0,,WONDERS-02907-ЗЕЛЕН,False,Возврат,,0.0,False,0.0,Планшет доска для рисования маркерно-меловой двусторонний с маркером,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02907-КОРИЧН,0.0,0.0,949646,0.0,False,0,0,0.0,275.0,,WONDERS-02907-КОРИЧН,False,Закончился,,0.0,False,0.0,Планшет доска для рисования маркерно-меловой двусторонний с маркером,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-83211,0.0,0.0,949689,0.0,False,0,0,0.0,249.0,,WONDERS-83211,False,Закончился,,0.0,False,0.0,Доска маркерная двусторонняя + маркер стирающийся. Расписание,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-83212,0.0,0.0,949713,0.0,False,0,0,0.0,249.0,,WONDERS-83212,False,Закончился,,0.0,False,0.0,Доска маркерная двусторонняя 'Чек-Лист',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-83297,0.0,0.0,949725,0.0,False,0,1,0.0,249.0,,WONDERS-83297,False,Возврат,,0.0,False,0.0,Планер на неделю. Доска маркерная двусторонняя на подвесе с маркером,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02931,0.0,0.0,949794,0.0,False,0,0,0.0,215.0,,WONDERS-02931,False,Закончился,,0.0,False,0.0,Планшет маркерно-меловой двусторонний,0,0,0.0,0
C,C,980,0.0,20.0,0.0,0.0,False,0,0.0,False,20,WONDERS-03598,0.0,0.0,949875,0.0,False,0,0,0.0,349.0,,WONDERS-03598,True,В продаже,,6980.0,False,0.0,Игра развивающая 'Часы. Я считаю. Времена года',0,20,0.0,0
C,C,979,0.0,21.0,0.0,0.0,False,0,0.0,False,21,WONDERS-03599,0.0,0.0,949901,0.0,False,0,2,0.0,349.0,,WONDERS-03599,True,В продаже,,7329.0,False,0.0,Игра развивающая - тренажер 'Часы. Который час. Времена года' Двусторонние обучающие часы,0,21,0.0,0
C,C,993,0.083,10.667,0.0,0.0,False,0,0.0,False,7,WONDERS-04073,0.0,0.0,950109,0.0,False,0,1,0.0,369.0,,WONDERS-04073,False,В продаже,84.3,2583.0,False,0.0,Настольная игра МЕМО 'Носочки',0,7,128.0,0
C,C,983,0.017,17.1,0.0,0.0,False,0,0.0,False,17,WONDERS-04270,0.0,0.0,950401,0.0,False,0,3,0.0,400.5,,WONDERS-04270,False,В продаже,1000.0,6808.5,False,0.0,Настольная игра Baby Toys 'Азбука для самых маленьких' русский алфавит,0,17,1026.0,0
C,C,989,0.0,11.0,0.0,0.0,False,0,0.0,False,11,WONDERS-04065,0.0,0.0,950441,0.0,False,0,0,0.0,355.0,,WONDERS-04065,True,В продаже,,3905.0,False,0.0,Домино детское в картинках 'Для девчонок' Вaby Toys,0,11,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-П0398-КОРИЧН,0.0,0.0,913146,0.0,False,0,1,0.0,119.0,,WONDERS-П0398-КОРИЧН,False,В продаже,,0.0,False,0.0,Пазлы детские в рамке Герои Дисней: Король лев Рапунцель Холодное сердце Моана Виннипух,0,0,0.0,0
C,C,982,0.0,18.0,0.0,0.0,False,0,0.0,False,18,WONDERS-037612-ГОЛУБ,0.0,0.0,955611,0.0,False,0,2,0.0,135.0,,WONDERS-037612-ГОЛУБ,True,В продаже,,2430.0,False,0.0,Пазлы детские мягкие Дисней 'Королевские питомцы' 12 эл. Пазлы для девочек,0,18,0.0,0
C,C,985,0.0,15.0,0.0,0.0,False,0,0.0,False,15,WONDERS-037612-ЖЕЛТ,0.0,0.0,955611,0.0,False,0,1,0.0,135.0,,WONDERS-037612-ЖЕЛТ,True,В продаже,,2025.0,False,0.0,Пазлы детские мягкие Дисней 'Королевские питомцы' 12 эл. Пазлы для девочек,0,15,0.0,0
C,C,996,0.0,4.0,0.0,0.0,False,0,0.0,False,4,WONDERS-04047-ЗЕЛЕН,0.0,0.0,955784,0.0,False,0,1,0.0,355.0,,WONDERS-04047-ЗЕЛЕН,True,В продаже,,1420.0,False,0.0,Детская настольная игра Домино 'Животные игрушки',0,4,0.0,0
C,C,999,0.0,1.0,0.0,0.0,False,0,0.0,False,1,WONDERS-04047-ФИОЛЕТ,0.0,0.0,955784,0.0,False,0,1,0.0,355.0,,WONDERS-04047-ФИОЛЕТ,True,В продаже,,355.0,False,0.0,Детская настольная игра Домино 'Животные игрушки',0,1,0.0,0
C,C,996,0.0,4.0,0.0,0.0,False,0,0.0,False,4,WONDERS-03763-БЕЛЫЙ,0.0,0.0,956258,0.0,False,0,0,0.0,125.0,,WONDERS-03763-БЕЛЫЙ,True,В продаже,,500.0,False,0.0,Пазлы детские мягкие для мальчиков и девочек. Крупные пазлы для малышей. Пазлы для девочек,0,4,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-03763-ГОЛУБ,0.0,0.0,956258,0.0,False,0,5,0.0,125.0,,WONDERS-03763-ГОЛУБ,False,В продаже,,0.0,False,0.0,Пазлы детские мягкие для мальчиков и девочек. Крупные пазлы для малышей. Пазлы для девочек,0,0,0.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-03542-ГОЛУБ,0.0,0.0,956409,0.0,False,0,6,0.0,199.0,,WONDERS-03542-ГОЛУБ,False,В продаже,0.0,0.0,True,0.0,Кубики детские 'Собери картинку' 4 кубика. Дикие и Домашние животные Транспорт,0,0,1.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-03542-ЛАВАНД,0.0,0.0,956409,0.0,False,0,3,0.0,199.0,,WONDERS-03542-ЛАВАНД,False,В продаже,,0.0,False,0.0,Кубики детские 'Собери картинку' 4 кубика. Дикие и Домашние животные Транспорт,0,0,0.0,0
C,C,998,0.017,2.75,0.0,0.0,False,0,0.0,False,2,WONDERS-03542-ЗЕЛЕН,0.0,0.0,956409,0.0,False,0,5,0.0,199.0,,WONDERS-03542-ЗЕЛЕН,False,В продаже,117.6,398.0,False,0.0,Кубики детские 'Собери картинку' 4 кубика. Дикие и Домашние животные Транспорт,0,2,165.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-03703,0.0,0.0,965661,0.0,False,0,0,0.0,890.0,,WONDERS-03703,False,Закончился,,0.0,False,0.0,Детский коврик 'Автодорога' +2 деревянные машинки,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-03572,0.0,0.0,965776,0.0,False,0,3,0.0,465.0,,WONDERS-03572,False,Возврат,,0.0,False,0.0,Настольная детская игра 'Денежка. Играем в магазин. Покупаем продукты',0,0,0.0,0
C,C,994,0.0,6.0,0.0,0.0,False,0,0.0,False,6,WONDERS-01943,0.0,0.0,969659,0.0,False,0,6,0.0,315.0,,WONDERS-01943,True,В продаже,,1890.0,False,0.0,Шахматы шашки кто первый крестики-нолики. Магнитная игра 4 в 1,0,6,0.0,0
C,C,995,0.05,5.783,0.0,0.0,False,0,0.0,False,5,WONDERS-02645-ОРАНЖ,0.0,0.0,969613,0.0,False,0,2,0.0,299.0,,WONDERS-02645-ОРАНЖ,False,В продаже,100.0,1495.0,False,0.0,Пазлы детские крупные Maxi 'Игрушки' 'Фрукты' 'Ягоды'. Макси пазлы,0,5,115.667,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02645-ПУРПУР,0.0,0.0,969613,0.0,False,0,5,0.0,299.0,,WONDERS-02645-ПУРПУР,False,В продаже,,0.0,False,0.0,Пазлы детские крупные Maxi 'Игрушки' 'Фрукты' 'Ягоды'. Макси пазлы,0,0,0.0,0
C,C,988,0.0,12.0,0.0,0.0,False,0,0.0,False,12,WONDERS-02642-ЗЕЛЕН,0.0,0.0,970356,0.0,False,0,1,0.0,299.0,,WONDERS-02642-ЗЕЛЕН,True,В продаже,,3588.0,False,0.0,Пазлы детские крупные Maxi 'Домашние животные' 'Дикие животные' 6 животных. Макси пазлы,0,12,0.0,0
C,C,989,0.0,10.85,0.0,0.0,False,0,0.0,False,11,WONDERS-02642-КОРИЧН,0.0,0.0,970356,0.0,False,0,4,0.0,299.0,,WONDERS-02642-КОРИЧН,True,В продаже,,3289.0,False,0.0,Пазлы детские крупные Maxi 'Домашние животные' 'Дикие животные' 6 животных. Макси пазлы,0,11,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04183,0.0,0.0,972539,0.0,False,0,2,0.0,185.0,,WONDERS-04183,False,Возврат,,0.0,False,0.0,Шпионская мафия,0,0,0.0,0
C,C,991,0.017,9.117,0.0,0.0,False,0,0.0,False,9,WONDERS-01895,0.0,0.0,972945,0.0,False,0,31,0.0,255.0,,WONDERS-01895,False,В продаже,529.4,2295.0,False,0.0,Карточная настольная игра 'Мафия',0,9,547.0,0
C,C,974,0.0,26.0,0.0,0.0,False,0,0.0,False,26,WONDERS-03574,0.0,0.0,977149,0.0,False,0,1,0.0,409.2,,WONDERS-03574,True,В продаже,,10639.2,False,0.0,Настольная игра Денежка 'Играем в магазин. Покупаем всякую всячину',0,26,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04297,0.0,0.0,977232,0.0,False,0,4,0.0,499.0,,WONDERS-04297,False,Возврат,,0.0,False,0.0,Детская настольная игра 'Тарантинки. Кто я?' с ободком,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04193,0.0,0.0,977687,0.0,False,0,2,0.0,217.0,,WONDERS-04193,False,Возврат,,0.0,False,0.0,Детская настольная игра 'Пиратская мафия',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04181,0.0,0.0,978469,0.0,False,0,5,0.0,185.0,,WONDERS-04181,False,Возврат,,0.0,False,0.0,Детская настольная командная игра 'Зловещая мафия',0,0,0.0,0
C,C,996,0.0,4.0,0.0,0.0,False,0,0.0,False,4,WONDERS-04182,0.0,0.0,978574,0.0,False,0,0,0.0,230.0,,WONDERS-04182,True,В продаже,,920.0,False,0.0,Мафия детская 'Зоопарк' Настольная игра для детей,0,4,0.0,0
C,C,995,0.017,5.0,0.0,0.0,False,0,0.0,False,5,WONDERS-04014,0.0,0.0,978916,0.0,False,0,1,0.0,299.0,,WONDERS-04014,False,В продаже,294.1,1495.0,False,0.0,Магниты детские Мои первые магниты 28 элементов детские магнитики Магнитные истории,0,5,300.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02985,0.0,0.0,1008255,0.0,False,0,1,0.0,499.0,,WONDERS-02985,False,Возврат,,0.0,False,0.0,Детская настольная игра 'Сорви башню' или 'Падающая башня',0,0,0.0,0
C,C,993,0.017,7.133,0.0,0.0,False,0,0.0,False,7,WONDERS-02986,0.0,0.0,1008331,0.0,False,0,1,0.0,612.0,,WONDERS-02986,False,В продаже,411.8,4284.0,False,0.0,Игра для детей Сорви башню (цветная)/ Падающая башня,0,7,428.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04222,0.0,0.0,1008534,0.0,False,0,3,0.0,199.0,,WONDERS-04222,False,Возврат,,0.0,False,0.0,Русский алфавит. Азбука. Магнитная игра Удивительные буквы (72 элемента),0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04194,0.0,0.0,1008660,0.0,False,0,5,0.0,299.0,,WONDERS-04194,False,Возврат,,0.0,False,0.0,Настольная игра для детей Мафия детская 'Школа Волшебства',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ1978,0.0,0.0,1008855,0.0,False,0,0,0.0,165.0,,WONDERS-ВВ1978,False,Закончился,,0.0,False,0.0,Раскраски антистресс Дыхание весны 6 листов 295х19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02886,0.0,0.0,1009106,0.0,False,0,0,0.0,469.0,,WONDERS-02886,False,Закончился,,0.0,False,0.0,Развивающая игра в дорогу пиши стирай 'Я рисую' для рисования,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02930,0.0,0.0,1009202,0.0,False,0,1,0.0,456.0,,WONDERS-02930,False,Возврат,,0.0,False,0.0,Логические игры в дорогу. Тактик-Турнир 8+,0,0,0.0,0
C,C,999,0.0,1.0,0.0,0.0,False,0,0.0,False,1,WONDERS-02922,0.0,0.0,1009360,0.0,False,0,1,0.0,434.13,,WONDERS-02922,True,В продаже,,434.13,False,0.0,Логические игры в дорогу 'Вокруг слов' с многоразовыми страничками Пиши-стирай,0,1,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02923,0.0,0.0,1009455,0.0,False,0,2,0.0,456.0,,WONDERS-02923,False,Возврат,,0.0,False,0.0,Логические игры для детей. 'Логикум'. Игры в дорогу,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02889,0.0,0.0,1009494,0.0,False,0,0,0.0,456.0,,WONDERS-02889,False,Закончился,,0.0,False,0.0,Судоку 8+ Игры в дорогу,0,0,0.0,0
C,C,984,0.0,16.0,0.0,0.0,False,0,0.0,False,16,WONDERS-01737,0.0,0.0,1009646,0.0,False,0,0,0.0,325.0,,WONDERS-01737,True,В продаже,,5200.0,False,0.0,Кубики с английским алфавитом ABC,0,16,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-01782,0.0,0.0,1009744,0.0,False,0,0,0.0,759.0,,WONDERS-01782,False,Закончился,,0.0,False,0.0,Шахматы шашки Словодел  3 игры в 1 Магнитные умные игры в дорогу,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-83198,0.0,0.0,1009868,0.0,False,0,0,0.0,199.0,,WONDERS-83198,False,Закончился,,0.0,False,0.0,Новогодний набор: Адвент - Календарь письмо Деду Морозу Топ 20 новогодних дел,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04048,0.0,0.0,1010191,0.0,False,0,0,0.0,355.0,,WONDERS-04048,False,Закончился,,0.0,False,0.0,Детское домино 'Транспорт' серия Вaby Toys,0,0,0.0,0
C,C,998,0.017,2.083,0.0,0.0,False,0,0.0,False,2,WONDERS-03805,0.0,0.0,1010260,0.0,False,0,0,0.0,230.0,,WONDERS-03805,False,В продаже,117.6,460.0,False,0.0,Пластмассовые кубики 'Принцессы' Disney 6 штук,0,2,125.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-03806,0.0,0.0,1010273,0.0,False,0,0,0.0,230.0,,WONDERS-03806,False,Закончился,,0.0,False,0.0,Кубики 'Король Лев' Герои Disney Собери картинку. 6 штук,0,0,0.0,0
C,C,996,0.0,4.0,0.0,0.0,False,0,0.0,False,4,WONDERS-03808,0.0,0.0,1010285,0.0,False,0,2,0.0,230.0,,WONDERS-03808,True,В продаже,,920.0,False,0.0,Кубики детские с картинкой 6 кубиков. Холодное сердце Эльза Олаф Disney,0,4,0.0,0
C,C,999,0.017,1.233,0.0,0.0,False,0,0.0,False,1,WONDERS-03809,0.0,0.0,1010297,0.0,False,0,1,0.0,230.0,,WONDERS-03809,False,В продаже,58.8,230.0,False,0.0,Кубики детские с картинками  6 штук  Герои Дисней 'Пушистые истории. Королевские питомцы',0,1,74.0,0
C,C,997,0.0,3.0,0.0,0.0,False,0,0.0,False,3,WONDERS-СЧМ3004,0.0,0.0,1024152,0.0,False,0,0,0.0,160.0,,WONDERS-СЧМ3004,True,В продаже,,480.0,False,0.0,Счетный материал 'Палочки для счета' 50 штук,0,3,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ЛТ14,0.0,0.0,1027264,0.0,False,0,0,0.0,590.0,,WONDERS-ЛТ14,False,Закончился,,0.0,False,0.0,Лото детское деревянное 'Веселые зверята',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ЛТ09,0.0,0.0,1030262,0.0,False,0,0,0.0,499.0,,WONDERS-ЛТ09,False,Закончился,,0.0,False,0.0,Лото 'Профессии' детская развивающая игрушка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04029,0.0,0.0,1030892,0.0,False,0,0,0.0,256.0,,WONDERS-04029,False,Закончился,,0.0,False,0.0,Магнитная игра Арифметика с заданиями европодвес,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04027-АЛЫЙ,0.0,0.0,1031028,0.0,False,0,0,0.0,456.0,,WONDERS-04027-АЛЫЙ,False,Закончился,,0.0,False,0.0,Магнитная игра Арифметика с заданиями. Набор магнитных цифр Учимся считать,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04053,0.0,0.0,1031160,0.0,False,0,5,0.0,459.0,,WONDERS-04053,False,Возврат,,0.0,False,0.0,Танграм магнитная игра с заданиями развивающие игры для детей,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-04262,0.0,0.0,1031416,0.0,False,0,0,0.0,468.0,,WONDERS-04262,False,Закончился,,0.0,False,0.0,Настольная детская развивающая игра 'Смелые зайцы' Серия Baby Toys Gаmes,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-83291,0.0,0.0,1031582,0.0,False,0,1,0.0,480.0,,WONDERS-83291,False,Возврат,,0.0,False,0.0,Набор Фотошар. Новогодний шар с фото на ёлку. Ёлочная игрушка,0,0,0.0,0
C,C,980,0.0,20.0,0.0,0.0,False,0,0.0,False,20,БЕЛЫЙ,0.0,0.0,1031683,0.0,False,0,0,0.0,299.0,БЕЛЫЙ,WONDERS-03657-БЕЛЫЙ,True,В продаже,,5980.0,False,0.0,Аппликация Новый год. Дед мороз Снегурочка Ёлочка Снеговик,0,20,0.0,0
C,C,989,0.0,11.0,0.0,0.0,False,0,0.0,False,11,ГОЛУБ,0.0,0.0,1031683,0.0,False,0,2,0.0,299.0,ГОЛУБ,WONDERS-03657-ГОЛУБ,True,В продаже,,3289.0,False,0.0,Аппликация Новый год. Дед мороз Снегурочка Ёлочка Снеговик,0,11,0.0,0
C,C,988,0.0,12.0,0.0,0.0,False,0,0.0,False,12,ЗЕЛЕН,0.0,0.0,1031683,0.0,False,0,0,0.0,299.0,ЗЕЛЕН,WONDERS-03657-ЗЕЛЕН,True,В продаже,,3588.0,False,0.0,Аппликация Новый год. Дед мороз Снегурочка Ёлочка Снеговик,0,12,0.0,0
C,C,985,0.0,15.0,0.0,0.0,False,0,0.0,False,15,КРАСН,0.0,0.0,1031683,0.0,False,0,0,0.0,299.0,КРАСН,WONDERS-03657-КРАСН,True,В продаже,,4485.0,False,0.0,Аппликация Новый год. Дед мороз Снегурочка Ёлочка Снеговик,0,15,0.0,0
C,C,996,0.0,4.0,0.0,0.0,False,0,0.0,False,4,WONDERS-ПМБ0037-ИНДИГО,0.0,0.0,931821,0.0,False,0,0,0.0,165.0,,WONDERS-ПМБ0037-ИНДИГО,True,В продаже,,660.0,False,0.0,Пазлы мягкие 24 элемента 'Герои Disney': Холодное сердце Моана Белоснежка и семь гномов',0,4,0.0,0
C,C,984,0.0,16.0,0.0,0.0,False,0,0.0,False,16,WONDERS-04258-БЕЛЫЙ,0.0,0.0,1032203,0.0,False,0,0,0.0,290.0,,WONDERS-04258-БЕЛЫЙ,True,В продаже,,4640.0,False,0.0,Аппликация детская Новогодняя с пайетками. Картина в рамке Дед Мороз Снеговик,0,16,0.0,0
C,C,991,0.0,9.0,0.0,0.0,False,0,0.0,False,9,WONDERS-04258-КРАСН,0.0,0.0,1032203,0.0,False,0,1,0.0,290.0,,WONDERS-04258-КРАСН,True,В продаже,,2610.0,False,0.0,Аппликация детская Новогодняя с пайетками. Картина в рамке Дед Мороз Снеговик,0,9,0.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-00082-БЕЖЕВ,0.0,0.0,1033468,0.0,False,0,2,0.0,245.0,,WONDERS-00082-БЕЖЕВ,False,Возврат,0.0,0.0,True,0.0,Настольная игра для детей Лото 'Животные' 'Растения' 'Кто где живет' 'Собирай-ка',0,0,1.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-00082-ОРАНЖ,0.0,0.0,1033468,0.0,False,0,0,0.0,245.0,,WONDERS-00082-ОРАНЖ,False,Закончился,,0.0,False,0.0,Настольная игра для детей Лото 'Животные' 'Растения' 'Кто где живет' 'Собирай-ка',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-00083,0.0,0.0,1033663,0.0,False,0,0,0.0,199.0,,WONDERS-00083,False,Закончился,,0.0,False,0.0,Обучающее лото для детей 'Зоопарк' изучаем животных,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-00082-ГОЛУБ,0.0,0.0,1033468,0.0,False,0,0,0.0,245.0,,WONDERS-00082-ГОЛУБ,False,Закончился,,0.0,False,0.0,Настольная игра для детей Лото 'Животные' 'Растения' 'Кто где живет' 'Собирай-ка',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-00082-ЗЕЛЕН,0.0,0.0,1033468,0.0,False,0,1,0.0,245.0,,WONDERS-00082-ЗЕЛЕН,False,Возврат,,0.0,False,0.0,Настольная игра для детей Лото 'Животные' 'Растения' 'Кто где живет' 'Собирай-ка',0,0,0.0,0
C,C,998,0.0,2.0,0.0,0.0,False,0,0.0,False,2,WONDERS-00764-ЗЕЛЕН,0.0,0.0,1034286,0.0,False,0,0,0.0,432.0,,WONDERS-00764-ЗЕЛЕН,True,В продаже,,864.0,False,0.0,Пазлы детские деревянные в рамке 'Лесные животные',0,2,0.0,0
C,C,991,0.0,9.0,0.0,0.0,False,0,0.0,False,9,WONDERS-00764-РОЗОВ,0.0,0.0,1034286,0.0,False,0,0,0.0,390.0,,WONDERS-00764-РОЗОВ,True,В продаже,,3510.0,False,0.0,Пазлы детские деревянные в рамке 'Лесные животные',0,9,0.0,0
C,C,991,0.0,9.0,0.0,0.0,False,0,0.0,False,9,WONDERS-00764-ЖЕЛТ,0.0,0.0,1034286,0.0,False,0,0,0.0,390.0,,WONDERS-00764-ЖЕЛТ,True,В продаже,,3510.0,False,0.0,Пазлы детские деревянные в рамке 'Лесные животные',0,9,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-03570,0.0,0.0,1034363,0.0,False,0,0,0.0,450.0,,WONDERS-03570,False,Закончился,,0.0,False,0.0,Игра настольная Фан-фанты (жестяная коробочка),0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-03530-БИРЮЗ,0.0,0.0,1034420,0.0,False,0,0,0.0,425.0,,WONDERS-03530-БИРЮЗ,False,В продаже,,0.0,False,0.0,Настольная игра Купи слона в жестяной коробке,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-03529,0.0,0.0,1034510,0.0,False,0,0,0.0,415.0,,WONDERS-03529,False,Закончился,,0.0,False,0.0,Игра настольная Веселое Сафари (жестяная коробочка),0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-02962-ЗЕЛЕН,0.0,0.0,1034678,0.0,False,0,0,0.0,245.0,,WONDERS-02962-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Игрушка Машинка деревянная,0,0,0.0,0
