rank,seller_id,title,slug,products_seen
1141,25852,ГОРОД МЕЧТЫ,citydreams,2
1142,34975,НапЁрсток,naperstok,2
1143,69838,Queen,queenk,2
1144,45763,ELMI's,elmis,2
1145,27817,DollsCrown Store,dollscrownstore,2
1146,68386,TOYS,box2,2
1147,16215,Дело рук,deloruk,2
1148,47058,AYLAB,aylab,2
1149,25980,Annabell,annabell,2
1150,18601,"СлаСть -конфеты, карамель, шоколад, сладости",slast-,2
1151,24529,DOODAH,doodah,2
1152,12933,AIDIN,aidin,2
1153,3778,Surprise Kids,surprise,2
1154,606,Di shop,di-shop,2
1155,26088,Levitanti,levitanti,2
1156,23395,Хобби и Ты,handmad,2
1157,11678,Авторский проект “Моя Кукла”,kurchaklar,2
1158,29724,ROOMmarket,2001,2
1159,25275,Mr. Ray,mrray,2
1160,35417,Goodness,goodness,2
1161,39332,SUPERDRIVE,superdraive,2
1162,10576,BOGATA STUDIO,konstruktor52,2
1163,13218,B.Market,bmarket,2
1164,39806,Игрушки и Зверюшки,igru,2
1165,41178,СебеБеру,sebeberu,2
1166,21132,Fluffy Family,fluffyfamily,2
1167,32827,Caramelle,caramelle,2
1168,13079,Всешкин,vseshkin,2
1169,32830,FIND56,find56,2
1170,14404,AmiguRoom,amiguroom,2
1171,7670,Magic Kids Store,magickids,2
1172,12638,360,360,2
1173,57152,Мамонтенок,mamontenok,2
1174,31273,Salikhoff Home,salikhoffhome,2
1175,63132,Hyper,hyper,2
1176,80022,Уютный.Дом,domauytno,2
1177,26927,Бижу-Ленд,bilend,2
1178,14246,Life Toys,life-toys,2
1179,30386,Podarki-v-mode,19112016,2
1180,65848,Travel Sport,travelsport,2
1181,33943,Xubba Shop,xubbashop,2
1182,20260,Domarket,domarket,2
1183,44693,LUCKMARKET,luckmarket,2
1184,34059,Вязантия,vyazantiya,2
1185,36180,Супер-Пласт,avangard-plus,2
1186,40511,Box in Box,boxinbox,2
1187,6091,Musicgifts,musicgifts,2
1188,19411,BANAN SHOP,banan,2
1189,33416,MilanaTop,milanatop,2
1190,25301,Радуга Жизни,toysstore,2
1191,37620,Детское Счастье,detschastie,2
1192,79684,ТехноПапа,tehnopapa,2
1193,34596,Ух-ты'шка,uhtishka,2
1194,3920,Milota Toys,miltoys,2
1195,28669,Purple Flame Tokyo,purple-flame-tokyo,2
1196,50065,Альпака - плюшевая и довольная,alpaka,2
1197,717,Мир-Мишек ,mir-mishek,2
1198,8889,J-get,jget,2
1199,32106,То что надо!,povsednev,2
1200,68507,ISLAMtime,islamtime,2
1201,19758,MISTER,mister,2
1202,4074,Busytoys,busytoys,2
1203,34339,Baby space,13-2021,2
1204,17166,Бик Зур Рахмат,bzr,2
1205,71045,ASYLAND,asyland,2
1206,64128,Sovenokshop,sovenokshop7,2
1207,41480,Toy Warehouse,toywarehous,2
1208,45573,Папа пилит,papapilit,2
1209,24429,KINDERO,kindero,2
