rank,product_id,title,sold,price,active,rating
610,938919,"Кукла-перчатка ""Тигр"" ",5,255.0,0,0.0
611,938320,"Игра настольная Домовой, поиграй со мной!",5,580.0,0,0.0
612,809789,"Весёлый зоопарк, Игра-викторина серии ""Умная Сова"" от Bondibon",5,659.0,0,0.0
613,799230,"Профессии и специальности Игра-викторина ""Умная Сова"" Bondibon",5,799.0,0,0.0
614,694190,"Магнитные сказки ""Колобок и репка""",5,450.0,0,0.0
615,689439,"Игрушка развивающая ""Чудо месяц"",свет, звук,проектор Play Smart",5,1350.0,0,0.0
616,684633,"Конструктор Капитан AUSINI, 2 в 1, 132 детали",5,380.0,0,0.0
617,683386,"Музыкальный коврик ""Животный мир"" с русским озвучиванием и полем для рисования",5,950.0,0,0.0
618,608858,"Деревянная развивающая игрушка Шнуровка ""Груша""",5,230.0,0,5.0
619,605530,"Конструктор деревянный ""Городок"" от Алатойс",5,690.0,0,0.0
620,537474,Маска для плавания детская краб и акула,5,530.0,0,0.0
621,494267,Конструктор Городок 27 деталей наполовину окрашенный,5,990.0,0,0.0
622,494235,Конструктор Городок 40 деталей наполовину окрашенный с деревянным ящиком в комплекте,5,1345.0,0,0.0
623,456844,"Металлофон ""Совушка"" от Алатойс",5,680.0,0,0.0
624,456739,Набор Кубики 12 деталей от Алатойс,5,450.0,0,5.0
625,451386,Каталка Собачка,5,350.0,0,0.0
626,447006,"Деревянная игрушка Шнуровка ""Транспорт""",5,320.0,0,0.0
627,434764,"Деревянная игрушка - Сортер ""Домик""",5,370.0,0,5.0
628,419620,"Пазл Сортер деревянный для малышей - Животные: Утка, собака, медведь, лошадь""",5,412.0,14,5.0
629,367996,Игра Мемори,5,550.0,0,5.0
630,367763,Шнуровка Ёжик,5,250.0,0,0.0
631,367754,"Пазл Карамелька ""Три кота""",5,230.0,0,0.0
632,353106,Бизиборд Непоседа Alatoys,5,1400.0,0,0.0
633,352956,"Лабиринт ""Дружба"" Три кота",5,440.0,0,0.0
634,352644,Деревянный сортер 20,5,558.0,0,5.0
635,348150,"Набор для творчества Bondibon""Ёлочные украшения"" Дед Мороз",5,210.0,0,0.0
636,348032,"Набор для творчества Bondibon""Ёлочные украшения"" Домик Снеговичка Набор для творчества Bondibon""Ёлочные украшения"" Домик Снеговичка",5,210.0,0,0.0
637,323357,"Игры с прищепками ""Учим буквы""",5,330.0,0,0.0
638,323133,Деревянная игрушка - Сортер,5,650.0,0,5.0
639,322915,"Детские деревянные пазлы Алатойс ""Животные""",5,220.0,0,5.0
640,322890,Ксилофон Кот,5,550.0,0,5.0
641,322881,"Бизиборд ""Сказка про репку""",5,1450.0,0,0.0
642,322874,"Бизиборд ""Развивайка""",5,1450.0,0,0.0
643,322823,"Деревянная игрушка - Пазл "" Фигуры "" от Alatoys",5,360.0,0,0.0
644,322535,"Деревянная игрушка - Пазл ""Фигуры""",5,290.0,0,0.0
645,309903,Сортер от Alatoys,5,650.0,0,5.0
646,172680,"3в1 Шахматы, Нарды, Шашки ,  Удачная партия от Bondibon",5,499.0,0,0.0
647,172542,"""Эврика детская"" игра настольная",5,460.0,0,5.0
648,172443,"Настольная обучающая игра ""Спрячь крота"" Bondibon",5,850.0,0,5.0
649,172399,"Настольная семейная игра ""КРЕСТИКИ - НОЛИКИ""",5,393.0,0,5.0
650,122516,Погремушка-прорезыватель Bondibon Baby You Цветок,5,187.0,0,0.0
651,122371,Погремушка-прорезыватель Bondibon Baby You Пчелка,5,190.0,0,0.0
652,122353,Погремушка Bondibon Baby You Цветочек с прорезывателями,5,190.0,0,0.0
653,116525,"Игрушка - погремушка мягкая СОВА, 16 см",5,312.0,0,5.0
654,78784,"Игрушка - стучалка ""Милый козлёнок""",5,580.0,0,5.0
655,50193,Часы - Будильник - Развивающая деревянная игрушка,5,380.0,0,5.0
656,45732,"Игрушка-каталка,  Bondibon,",5,285.0,0,5.0
657,39367,Запасливые белки - Логическая игра Bondibon,5,335.0,0,5.0
658,31882,Головоломка BONDIBON Smart Games Цветовой код (ВВ0352),5,2450.0,0,5.0
659,13772,Набор игрушек для ванны,5,260.0,0,0.0
660,12930,"Домик - сортер, деревянный",5,760.0,0,5.0
661,12912,"Конструктор деревянный ""Creative blocks"", 40 штук",5,600.0,0,0.0
662,9863,"Шнуровка ""Мое фруктовое дерево""",5,590.0,0,5.0
663,9860,"Игровой продуктовый набор, дерево",5,450.0,0,0.0
664,9858,"Игровой набор ""Фрукты-овощи"" из дерева",5,600.0,0,5.0
665,2201,"Конструктор деревянный Happy Farm, 52 детали",5,650.0,0,5.0
666,2187,Юбка для новогодней ёлки,5,250.0,0,0.0
667,1814,"Юбка для новогодней ёлки, белая",5,390.0,0,5.0
668,3062814,Блокнот / ежедневник - смешбук + раскраска антистресс А5,4,329.0,36,0.0
669,2426474,Аквамозаика Мрачные истории,4,790.0,0,0.0
670,2384019,"Настольная игра Мемо, Ребусы, Эмоции, Танцы. Набор 6 в 1",4,549.0,17,5.0
671,2336154,"Конструктор для девочек ""Комната Дорис""",4,499.0,7,5.0
672,1945704,"Конструктор деревянный и пазл ""Город"" в комплекте",4,1484.1,8,0.0
673,1939732,"Кубики детские. Пирамидка из кубиков Транспорт, Лесные животные",4,1341.0,7,0.0
674,1624194,"Развивающая игра для малышей, на липучках, ""Юный кулинар""",4,536.4,10,0.0
675,1607147,"Пазлы детские ""Транспорт""",4,225.0,13,5.0
676,1606848,"Сортер ""Стаканчики"" с пинцетом, Alatoys",4,806.4,2,0.0
677,1027264,"Лото детское деревянное ""Веселые зверята""",4,590.0,0,0.0
678,925214,"Лото для мальчиков: Транспорт, Пираты, Стройка, Космос, Корабли",4,562.5,2,5.0
679,924355,Лото детское Цифры для малышей. Учимся считать,4,485.0,7,5.0
680,683730,"Конструктор ""Розовая мечта"" - Фабрика звезд, 430 деталей",4,1150.0,0,0.0
681,683510,"Музыкальный коврик ""Морские обитатели"" с русским озвучиванием и полем для рисования",4,799.0,0,0.0
682,487917,"Развивающая игрушка Пирамидка ""Счеты""",4,490.5,4,5.0
683,456906,"Деревянная игрушка - Сортер ""Овощи-фрукты""",4,699.0,2,5.0
684,456767,Набор Кирпичики 12 деталей,4,550.0,0,0.0
685,429167,"Пазл Сортер - ассоциации ""Животные""",4,441.0,4,0.0
686,424640,"Пазл-сортер деревянный, ассоциации ""Найди пару"", животные, для малышей",4,441.0,6,0.0
687,419599,"Бизиборд ""Учим цифры"" Три кота",4,1300.0,0,5.0
688,323120,"Ксилофон / металлофон ""Улитка""",4,855.0,1,0.0
689,322655,"Сортер деревянный, пазл ""Дроби - квадраты"". Развивающая игрушка",4,390.0,5,5.0
690,304400,"Погремушка Bondibon Baby You ""Дом, Шарики, Гриб"" 3 шт.",4,210.0,0,0.0
691,172414,"Настольная семейная игра ""Прыгай мяч""",4,450.0,0,5.0
692,122557,Игрушка-подвеска Bondibon Baby You Кот с колокольчиком,4,396.0,0,0.0
693,79876,"Самолет, Магнитный констуктор",4,450.0,0,0.0
694,77966,Деревянная игрушка-стучалка с молотком,4,550.0,0,4.0
695,58561,"Водный пистолет ""Водная Битва"" Bondibon, 17 см",4,90.0,0,0.0
696,56806,Игровой набор для ванной,4,350.0,0,5.0
697,49049,Набор для творчества DIY Бусины,4,390.0,0,0.0
698,46007,"Набор для творчества Bondibon""Ёлочные украшения""",4,145.0,0,0.0
699,44858,"День и Ночь, Логическая игра Bondibon",4,2500.0,0,0.0
700,30810,Танграм в нежных тонах,4,399.0,0,0.0
701,13256,"Магнитный конструктор ""Весёлые друзья""",4,580.0,0,5.0
702,12903,Деревянный конструктор. Большой набор.,4,800.0,0,5.0
703,10314,Пирамидка деревянная,4,210.0,0,0.0
704,6705,"Конструктор деревянный ""Цифры"", 53 детали",4,530.0,0,5.0
705,2465678,"Мялка - антистресс с пазлом Котики, Панда, Динозавр",3,329.0,56,0.0
706,2330053,"Конструктор для девочек ""Замок принцессы""",3,1521.0,9,0.0
707,1999809,Настольная игра-квест,3,703.12,56,0.0
708,1832554,"Альбом ""Мои школьные годы"", книга с карманами на 11 лет",3,990.0,0,0.0
709,1832538,"Альбом для заполнения ""Интервью на каждый год. Твоя история взросления""",3,990.0,0,0.0
710,1607162,"Набор пазлов ""Транспорт""",3,225.0,17,0.0
711,938275,"Мозаика магнитная ""Всякая всячина. Профессии""",3,408.59,7,0.0
712,844805,"Деревянный сортер, геометрические фигуры",3,558.0,10,0.0
713,703297,"Набор для ванной с китом, игрушки, сетка",3,590.0,0,5.0
714,490766,"Бизиборд ""Календарь"" 250 х 250 х 16 мм",3,699.0,0,0.0
715,490701,"Бизиборд ""Лукоморье""",3,1350.0,0,0.0
716,453693,"Бизиборд ""Солнечный День"" Алатойс",3,1550.0,0,5.0
717,453328,"Бизиборд ""Теремок"" Алатойс",3,900.0,0,5.0
718,453208,"Бизиборд ""Учим цвета и цифры""",3,1550.0,0,0.0
719,447181,"Бизиборд ""Календарь природы""",3,1450.0,0,0.0
720,446973,"Деревянная игрушка-сортер ""Бабочка""",3,531.0,2,0.0
721,424605,"Деревянная игрушка Бизиборд ""Учим буквы"", серия ""Три кота"" от Алатойс",3,1350.0,0,5.0
722,416657,Деревянная игрушка Сортер 15,3,459.0,11,0.0
723,367316,Шнуровка  Три кота Азбука,3,450.0,0,5.0
724,367294,Деревянный конструктор Городок,3,1380.0,0,0.0
725,367276,Конструктор Городок 23 детали окрашенный,3,730.0,0,5.0
726,323370,"Балансир ""Зонтик""",3,550.0,0,0.0
727,304911,"Магнитный конструктор Bondibon ""Магнитоформы"" 14 деталей",3,1050.0,0,0.0
728,265871,"Набор для творчества ""Копилка-подарок. Коровка""",3,420.0,0,0.0
729,265837,Набор для росписи Копилка-подарок Кошечка Bondibon,3,420.0,0,0.0
730,265822,"Набор для творчества ""Копилка-подарок"" Свинья-Распрекрасница",3,420.0,0,5.0
731,234079,"Детские пазлы Bondibon Baby You ""Домашние питомцы""",3,330.0,0,0.0
732,234068,"Пазлы детские ""Транспорт"", Bondibon серия Baby You",3,330.0,0,0.0
733,159658,Игры на липучках BONDIBON. Цвета и формы,3,450.0,0,2.0
734,159654,Шнуровка  деревянная Bondibon Baby You,3,350.0,5,0.0
735,129014,"Игры и задания на логику, внимательность. Головоломки, Судоку, Логические игры для детей",3,750.0,2,0.0
736,116530,"Весёлые матрёшки""- настольная игра BONDIBON",3,346.0,0,0.0
737,77341,Компактные развивающие игры в дорогу САМЫЙ ВНИМАТЕЛЬНЫЙ!,3,300.0,0,0.0
738,45994,Сборная 3D модель BONDIBON для раскрашивания с инерционным механизмом,3,112.0,0,0.0
739,44895,Застенчивый кролик,3,2050.0,0,0.0
740,4024029,Развивающий водный коврик чёрно-белые картинки для новорожденных,2,780.0,8,0.0
741,3412043,Энциклопедия детская. Забавные факты о теле человека. Забавные факты о животных. Тв. переп,2,390.0,8,0.0
742,3077132,Аквамозаика Волшебники,2,499.0,17,0.0
743,3073230,Алмазная мозаика на шкатулке с частичным заполнением,2,490.0,36,0.0
744,3064419,"Записная книжка / дневник / блокнот/ анкета для девочек и мальчиков на замочке А6, 50 л",2,410.0,68,0.0
745,2973589,"Фигурка MARVEL, Мстители, коллекционная, 7 см",2,499.0,10,0.0
746,2761448,"Пазл Мистическое замок, подарок на Хэллоуин. Страшилки",2,269.0,18,0.0
747,2468673,Мялка - антистресс с пазлом Собачка / Песик и Единорог,2,369.0,38,0.0
748,2379849,Развивающая игра для большой компании Танцуют все!,2,449.0,18,0.0
749,2209310,"Пазлы для малышей ""Собери свою зверюшку. Животные леса, Африки""",2,529.0,16,0.0
750,1528943,"Логомозаика, звуки Р и Р, настольная игра Bondibon",2,600.75,3,0.0
751,1274298,Игра настольная Клан Бро (жестяная коробочка),2,345.0,0,0.0
752,1034510,Игра настольная Веселое Сафари (жестяная коробочка),2,380.0,0,0.0
753,1034420,Настольная игра Купи слона в жестяной коробке,2,382.5,2,5.0
754,1034363,Игра настольная Фан-фанты (жестяная коробочка),2,350.0,0,0.0
755,897716,Игра магнитная Всякая всячина. Зоопарк 6 зверей,2,395.0,12,0.0
756,684813,"Конструктор Капитан AUSINI, 2 в 1, 201 деталь",2,790.0,0,0.0
757,684790,"Конструктор Капитан AUSINI, 2 в 1, 244 детали",2,100.0,0,5.0
758,490720,"Бизиборд Алатойс ""Учим цифры""",2,1517.08,1,0.0
759,487893,"Пирамидка Счеты, 15 деталей",2,531.0,2,0.0
760,456784,Деревянная игрушка Мозаика Лучики от Алатойс,2,578.5,3,5.0
761,453801,"Деревянная игрушка - сортер ""Бабочка"" Алатойс",2,495.0,3,0.0
762,447104,"Деревянная игрушка Сортер-пазл, вкладыш ""Заяц, рыбка, корова, петух""",2,365.0,2,0.0
763,419169,"Логическая пирамидка ""Учимся считать""",2,636.09,14,0.0
764,367966,Ксилофон Корова,2,855.0,1,0.0
765,367283,"Конструктор деревянный, детский, ""Городок""",2,863.59,2,0.0
766,304939,"Магнитный конструктор Bondibon ""Магнитоформы"" 14 деталей",2,1050.0,0,0.0
767,138714,"Настольная игра ""Найди противоположности""",2,444.99,1,0.0
768,138710,"Пазлы парные ""Кто и что ест?""- настольная игра для малышей от Bondibon",2,390.0,0,0.0
769,102678,"Набор для творчества ""Копилка-подарок"" Кошечка.",2,450.0,0,0.0
770,39377,МОРЕ В МЕШКЕ - Настольная игра (от 5 лет) от Bondibon,2,588.0,0,0.0
771,39376,НОС в НОС - Настольная игра Bondibon,2,644.0,0,0.0
772,39315,"Набор для творчества Bondibon""Ёлочные украшения"" (паровоз, снеговик, колокольчик, лошадка)",2,260.0,0,0.0
773,39267,Лопни пузырь - Настольная игра Bondibon,2,285.0,0,0.0
774,39253,Умные утки-Магнитная игра Bondibon для путешествий,2,620.0,0,0.0
775,4020500,"Настольная игра на скорость Замурчательная рыбалка, развивающая, 62 карты, 5+",1,499.0,9,0.0
776,3428231,Книжка - игрушка с колёсами. Синий трактор. Транспорт,1,434.13,9,0.0
777,3402012,"Книжка с окошками. Синий трактор. Домашние, дикие животные, Транспорт",1,299.0,33,0.0
778,3064728,"Подарочный набор, 3в1, ""Медвежонок Мэни"", картонная книга, пазл, игрушка",1,499.0,10,0.0
779,2559218,Развивающие чёрно-белые картинки для новорождённых. Книжка-бортик по методике Г. Домана,1,849.0,19,0.0
780,2206950,"Мягкая игрушка из плюша ""Монстрик своими руками""",1,759.0,15,0.0
781,2203303,Трактор деревянная игрушка - шнуровка,1,249.0,34,0.0
782,1607182,"Сортер ""Ёжик и трактор""",1,1035.0,3,0.0
783,1546047,"Настольная игра ""Логомозаика. Звуки Р, Р и Л, Л""",1,675.0,4,0.0
784,1528955,"Настольная игра ""Логомозаика. Звуки Ш и Ж""",1,667.5,3,0.0
785,1528908,"Настольная игра BONDIBON ""Логомозаика. Звуки Л и Л""",1,600.75,4,0.0
786,925264,Лото детское для малышей. Настольная игра для девочек,1,556.25,5,0.0
787,844817,"Досочки ""Сегена""",1,765.0,3,0.0
788,694192,"Магнитная мозаика ""Забавные зверюшки""",1,391.5,4,0.0
789,494348,"Бизиборд ""Календарь"" от Алатойс",1,667.5,2,0.0
790,487998,Сортер деревяный Пазл Автомобили. Развивающая игрушка,1,365.0,7,0.0
791,456852,"Металлофон ""Паровозик"" 7 планок",1,790.0,0,0.0
792,456812,"Деревянная игрушка - Сортер ""Фигуры",1,454.09,4,0.0
793,453768,"Пазл ""Транспорт"" Алатойс",1,365.0,8,0.0
794,452111,Деревянный Сортер Пазл Цифры. Учимся считать,1,585.0,7,0.0
795,446999,"Шнуровка ""Океан""",1,320.0,3,0.0
796,417007,Сортер 17,1,441.0,6,0.0
797,352924,"Бизиборд - сортер, часики",1,681.59,3,0.0
798,322470,Пазл Дроби-круги,1,320.0,8,0.0
799,78734,"Мозайка ""Веселые мордашки""",1,690.0,0,0.0
800,77347,"Французские опыты Науки с Буки BONDIBON, н-р мылов-я Маленькое чудо. Мыло пончик",1,590.0,0,0.0
801,77333,Детективы - настольная обучающая игра Bondibon,1,599.0,0,0.0
802,77310,"Логическая игра Bondibon ""Камелот""",1,1950.0,0,0.0
803,46071,"Конструктор-мозаика 129 дет.,Воndibon,  серия ""Папины дети"", ВОХ 25,5х7,8х25,5 см.",1,660.0,0,0.0
804,45714,Обучающие игры Bondibon Настольная игра ДЕТЕКТИВЫ,1,599.0,0,0.0
805,4022592,"Настольная игра Дом бобра, развивающая, 5+",0,549.0,10,0.0
806,3872796,Книга Правда или нет? Мир животных,0,199.0,40,0.0
807,2737040,Развивающий набор Навыки XXI века. Я учусь придумывать,0,239.0,50,0.0
808,2334488,"Конструктор ""Комната принцессы"", 2 фигурки, 282 детали",0,999.0,5,0.0
809,2202652,Светящийся вертушек вертолётикс рогаткой,0,129.0,0,0.0
810,1607082,"Интерактивная азбука ""Буквы и слоги""",0,1518.0,13,0.0
811,1607054,"Танграм ""Тетрис""",0,681.59,21,0.0
812,1559949,"Настольная детская игра ""Логопазлы. Парные согласные В-Ф, Б-П"" 2 в 1",0,998.76,18,0.0
813,1547484,"Нарукавники для плавания, оранжевые, 3-6 лет",0,299.0,0,0.0
814,1546092,"Настольная игра ""Логомозаика звуки З, З И С, С"" Играй Думай Учись Bondibon",0,675.0,5,0.0
815,539363,"Бизиборд ""Часики"" + времена года и дни недели",0,1426.0,3,0.0
816,507026,Нарукавники Морской приятель 19х19см 3-6 лет,0,250.0,0,0.0
817,452401,"Детская развивающая игрушка деревянная Бизиборд ""Шестерёнки""",0,990.0,2,0.0
818,447077,"Сортер деревяныый Пазл - вкладыш ""Океан""",0,365.0,10,0.0
819,414763,"Игра Мемори ""Овощи""",0,365.0,0,0.0
820,37724,Набор для игры в песочнице,0,380.0,0,0.0
821,32298,"Конструктор ""Дерево""",0,750.0,0,0.0
822,30786,Детские кегли ПИРАТЫ,0,350.0,0,0.0
