abc_profit,abc_revenue,available_to_ship,avg_daily_sales_official,avg_daily_stock_official,avg_unit_revenue,barcode,cogs,current_winner,damaged,gross_profit,historical_only_hit,in_sale,inventory_row_id,key,marketplace_fee,net_revenue,product_id,profit_margin_pct,reorder_candidate,returns,returns_stock,revenue,sale_price,seller_sku_id,sku,stale_stock,status,stock_cover_days,stock_value_sale,stockout_risk,storage_cost_per_day,title,to_ship,total_stock,turnover_days_official,units_sold
C,C,1000,0.0,0.0,0.0,4606088035291,0.0,False,0,0.0,True,0,2793625,WONDERS-03529,0.0,0.0,1034510,0.0,False,0,0,0.0,415.0,,WONDERS-03529,False,Закончился,,0.0,False,0.0,Игра настольная Веселое Сафари (жестяная коробочка),0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088029641,0.0,False,0,0.0,True,0,2794124,WONDERS-02962-ЗЕЛЕН,0.0,0.0,1034678,0.0,False,0,0,0.0,245.0,,WONDERS-02962-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Игрушка Машинка деревянная,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088029634,0.0,False,0,0.0,True,0,2794125,WONDERS-02962-КРАСН,0.0,0.0,1034678,0.0,False,0,1,0.0,245.0,,WONDERS-02962-КРАСН,False,Возврат,,0.0,False,0.0,Игрушка Машинка деревянная,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088029627,0.0,False,0,0.0,True,0,2794126,WONDERS-02962-СИНИЙ,0.0,0.0,1034678,0.0,False,0,1,0.0,245.0,,WONDERS-02962-СИНИЙ,False,Возврат,,0.0,False,0.0,Игрушка Машинка деревянная,0,0,0.0,0
C,C,1000,2.0,1.0,0.0,4606088028224,0.0,False,0,0.0,False,0,2794425,WONDERS-02822,0.0,0.0,1034797,0.0,False,0,2,0.0,225.0,,WONDERS-02822,False,Возврат,0.0,0.0,True,0.0,Набор букв для игры Словодел 125 фишек. Составь слово,0,0,0.5,0
C,C,1000,0.0,0.0,0.0,4606088037707,0.0,False,0,0.0,True,0,2864569,WONDERS-03770-ЗЕЛЕН,0.0,0.0,1058698,0.0,False,0,0,0.0,164.0,,WONDERS-03770-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Крупные мягкие пазлы для детей 24 элемента. Дисней. Королевские питомцы. Пазлы для девочек,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088037714,0.0,False,0,0.0,True,0,2864570,WONDERS-03770-КРАСН,0.0,0.0,1058698,0.0,False,0,1,0.0,164.0,,WONDERS-03770-КРАСН,False,Возврат,,0.0,False,0.0,Крупные мягкие пазлы для детей 24 элемента. Дисней. Королевские питомцы. Пазлы для девочек,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088026282,0.0,False,0,0.0,True,0,2865252,WONDERS-02626-АЛЫЙ,0.0,0.0,1058969,0.0,False,0,0,0.0,315.0,,WONDERS-02626-АЛЫЙ,False,В продаже,,0.0,False,0.0,Набор для творчества Мыло своими руками,0,0,0.0,0
C,C,1000,1.0,1.0,0.0,4606088026275,0.0,False,0,0.0,False,0,2865253,WONDERS-02626-ГОЛУБ,0.0,0.0,1058969,0.0,False,0,1,0.0,315.0,,WONDERS-02626-ГОЛУБ,False,В продаже,0.0,0.0,True,0.0,Набор для творчества Мыло своими руками,0,0,1.0,0
C,C,1000,0.0,0.0,0.0,4606088026268,0.0,False,0,0.0,True,0,2865254,WONDERS-02626-КРАСН,0.0,0.0,1058969,0.0,False,0,0,0.0,315.0,,WONDERS-02626-КРАСН,False,В продаже,,0.0,False,0.0,Набор для творчества Мыло своими руками,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088026305,0.0,False,0,0.0,True,0,2865373,WONDERS-02626-БЕЛЫЙ,0.0,0.0,1058969,0.0,False,0,3,0.0,315.0,,WONDERS-02626-БЕЛЫЙ,False,В продаже,,0.0,False,0.0,Набор для творчества Мыло своими руками,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088026299,0.0,False,0,0.0,True,0,2865374,WONDERS-02626-ЗЕЛЕН,0.0,0.0,1058969,0.0,False,0,2,0.0,315.0,,WONDERS-02626-ЗЕЛЕН,False,В продаже,,0.0,False,0.0,Набор для творчества Мыло своими руками,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088026329,0.0,False,0,0.0,True,0,2865375,WONDERS-02626-КОРИЧН,0.0,0.0,1058969,0.0,False,0,1,0.0,315.0,,WONDERS-02626-КОРИЧН,False,В продаже,,0.0,False,0.0,Набор для творчества Мыло своими руками,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088026312,0.0,False,0,0.0,True,0,2865376,WONDERS-02626-ЛЕДЯН,0.0,0.0,1058969,0.0,False,0,1,0.0,315.0,,WONDERS-02626-ЛЕДЯН,False,В продаже,,0.0,False,0.0,Набор для творчества Мыло своими руками,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088028354,0.0,False,0,0.0,True,0,2961104,WONDERS-04314-ЖЕЛТ,0.0,0.0,1091981,0.0,False,0,0,0.0,629.0,,WONDERS-04314-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Ёлочка новогодняя. Развивающая игра для малыей на липучках,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088043142,0.0,False,0,0.0,True,0,2961105,WONDERS-04314-ЗЕЛЕН,0.0,0.0,1091981,0.0,False,0,0,0.0,349.0,,WONDERS-04314-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Ёлочка новогодняя. Развивающая игра для малыей на липучках,0,0,0.0,0
C,C,992,0.017,8.35,0.0,4606088043685,0.0,False,0,0.0,False,8,2961379,WONDERS-L11,0.0,0.0,1092089,0.0,False,0,1,0.0,1879.06,,WONDERS-L11,False,В продаже,470.6,15032.48,False,0.0,Набор для фото и видеосъёмки: Светодиодная кольцевая селфи лампа микрофон штатив линзы,0,8,501.0,0
C,C,997,0.0,3.0,0.0,4606088037028,0.0,False,0,0.0,False,3,2961749,WONDERS-03702,0.0,0.0,1092264,0.0,False,0,1,0.0,756.5,,WONDERS-03702,True,В продаже,,2269.5,False,0.0,Коврик детский Автодорога +1 машинка,0,3,0.0,0
C,C,1000,0.0,0.0,0.0,1000030510707,0.0,False,0,0.0,True,0,3051070,WONDERS-00252-РОЗОВ,0.0,0.0,1122616,0.0,False,0,0,0.0,215.0,,WONDERS-00252-РОЗОВ,False,Закончился,,0.0,False,0.0,Лото для детей развивающее 'Кем быть?',0,0,0.0,0
C,C,992,0.0,8.0,0.0,4895136032867,0.0,False,2,0.0,False,8,3100502,WONDERS-ВВ0977,0.0,0.0,1141961,0.0,False,0,0,0.0,399.0,,WONDERS-ВВ0977,True,В продаже,,3192.0,False,0.0,Набор для творчества 'Новогодние украшения: Снеговик',0,8,0.0,0
C,C,1000,0.0,0.0,0.0,4895136016300,0.0,False,1,0.0,True,0,3179803,WONDERS-ВВ1740-ГОЛУБ,0.0,0.0,1170405,0.0,False,0,0,0.0,239.0,,WONDERS-ВВ1740-ГОЛУБ,False,Брак,,0.0,False,0.0,Книга для ванны для купания 'Животные' 12 х 12 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000031798043,0.0,False,0,0.0,True,0,3179804,WONDERS-ВВ1740-ЖЕЛТ,0.0,0.0,1170405,0.0,False,0,5,0.0,239.0,,WONDERS-ВВ1740-ЖЕЛТ,False,Возврат,,0.0,False,0.0,Книга для ванны для купания 'Животные' 12 х 12 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136015754,0.0,False,0,0.0,True,0,3181349,WONDERS-ВВ1570-АЛЫЙ,0.0,0.0,1170891,0.0,False,0,1,0.0,299.0,,WONDERS-ВВ1570-АЛЫЙ,False,Возврат,,0.0,False,0.0,Набор для творчества Ёлочные украшения Подарок на новый год,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136032355,0.0,False,0,0.0,True,0,3224241,WONDERS-ВВ3328-ВВ3328,0.0,0.0,1185559,0.0,False,0,0,0.0,890.0,,WONDERS-ВВ3328-ВВ3328,False,Закончился,,0.0,False,0.0,Набор для рисования Bondibon 'Художник светом'. Рисуй светом в темноте,0,0,0.0,0
C,C,995,0.0,5.0,0.0,4606088035734,0.0,False,0,0.0,False,5,3225008,WONDERS-03573-СИНИЙ,0.0,0.0,1185771,0.0,False,0,0,0.0,465.0,,WONDERS-03573-СИНИЙ,True,В продаже,,2325.0,False,0.0,Игра настольная Денежка 'Играем в магазин. Покупаем одежду и обувь',0,5,0.0,0
C,C,1000,0.0,0.0,0.0,4606088041964,0.0,False,0,0.0,True,0,3261144,WONDERS-04196,0.0,0.0,1197721,0.0,False,0,1,0.0,499.0,,WONDERS-04196,False,Возврат,,0.0,False,0.0,Лото для детей 'Методика Сегена',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000032618968,0.0,False,0,0.0,True,0,3261896,WONDERS-02626-БЕЖЕВ,0.0,0.0,1058969,0.0,False,0,1,0.0,315.0,,WONDERS-02626-БЕЖЕВ,False,В продаже,,0.0,False,0.0,Набор для творчества Мыло своими руками,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4627087833800,0.0,False,0,0.0,True,0,3288058,WONDERS-83380-ЖЕЛТ,0.0,0.0,1208583,0.0,False,0,5,0.0,480.0,,WONDERS-83380-ЖЕЛТ,False,Возврат,,0.0,False,0.0,Календарь. Семейный планер на 2022 год,0,0,0.0,0
C,C,998,0.0,2.0,0.0,1000033502556,0.0,False,0,0.0,False,2,3350255,WONDERS-02626-АМЕТИС,0.0,0.0,1058969,0.0,False,0,4,0.0,315.0,,WONDERS-02626-АМЕТИС,True,В продаже,,630.0,False,0.0,Набор для творчества Мыло своими руками,0,2,0.0,0
C,C,985,0.017,15.1,0.0,1000033502563,0.0,False,0,0.0,False,15,3350256,WONDERS-02626-РОЗОВ,0.0,0.0,1058969,0.0,False,0,1,0.0,315.0,,WONDERS-02626-РОЗОВ,False,В продаже,882.4,4725.0,False,0.0,Набор для творчества Мыло своими руками,0,15,906.0,0
C,C,1000,1.0,1.0,0.0,1000033505533,0.0,False,0,0.0,False,0,3350553,WONDERS-02626-КОНФЕТН,0.0,0.0,1058969,0.0,False,0,3,0.0,315.0,,WONDERS-02626-КОНФЕТН,False,В продаже,0.0,0.0,True,0.0,Набор для творчества Мыло своими руками,0,0,1.0,0
C,C,997,0.033,3.267,0.0,4627087831431,0.0,False,0,0.0,False,3,3404015,WONDERS-83143-БЕЛЫЙ,0.0,0.0,1248134,0.0,False,0,0,0.0,210.0,,WONDERS-83143-БЕЛЫЙ,False,В продаже,90.9,630.0,False,0.0,Пазл для заполнения. Чистый пустой пазл,0,3,98.0,0
C,C,1000,0.0,0.0,0.0,1000034053026,0.0,False,0,0.0,True,0,3405302,WONDERS-83187-БЕЛЫЙ,0.0,0.0,1248715,0.0,False,0,0,0.0,290.0,,WONDERS-83187-БЕЛЫЙ,False,Закончился,,0.0,False,0.0,Планер магнитный А4 с маркером,0,0,0.0,0
C,C,997,0.033,3.767,0.0,4606088038186,0.0,False,0,0.0,False,3,3459641,WONDERS-03818-ЗЕЛЕН,0.0,0.0,1266595,0.0,False,0,0,0.0,699.0,,WONDERS-03818-ЗЕЛЕН,False,В продаже,90.9,2097.0,False,0.0,Эмоции развивающая игра для малышей пластик на липучках,0,3,113.0,0
C,C,1000,0.0,0.0,0.0,4606088041407,0.0,False,0,0.0,True,0,3459742,WONDERS-04140-АЛЫЙ,0.0,0.0,1266686,0.0,False,0,2,0.0,349.0,,WONDERS-04140-АЛЫЙ,False,Возврат,,0.0,False,0.0,Доски для выжигания с рисунком,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088041414,0.0,False,0,0.0,True,0,3459743,WONDERS-04140-БЕЖЕВ,0.0,0.0,1266686,0.0,False,0,0,0.0,349.0,,WONDERS-04140-БЕЖЕВ,False,Закончился,,0.0,False,0.0,Доски для выжигания с рисунком,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088041421,0.0,False,0,0.0,True,0,3459744,WONDERS-04140-БИРЮЗ,0.0,0.0,1266686,0.0,False,0,0,0.0,349.0,,WONDERS-04140-БИРЮЗ,False,Закончился,,0.0,False,0.0,Доски для выжигания с рисунком,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088041438,0.0,False,0,0.0,True,0,3459745,WONDERS-04140-ГОЛУБ,0.0,0.0,1266686,0.0,False,0,1,0.0,349.0,,WONDERS-04140-ГОЛУБ,False,Возврат,,0.0,False,0.0,Доски для выжигания с рисунком,0,0,0.0,0
C,C,994,0.0,6.0,0.0,1000034772057,0.0,False,0,0.0,False,6,3477205,WONDERS-02626-ОРАНЖ,0.0,0.0,1058969,0.0,False,0,1,0.0,315.0,,WONDERS-02626-ОРАНЖ,True,В продаже,,1890.0,False,0.0,Набор для творчества Мыло своими руками,0,6,0.0,0
C,C,992,0.017,8.85,0.0,1000034778240,0.0,False,0,0.0,False,8,3477824,WONDERS-00078-ОРАНЖ,0.0,0.0,1248402,0.0,False,0,2,0.0,219.0,,WONDERS-00078-ОРАНЖ,False,В продаже,470.6,1752.0,False,0.0,Настольная игра лото для детей. Развивающая игра,0,8,531.0,0
C,C,1000,0.0,0.0,0.0,4606088000763,0.0,False,0,0.0,True,0,3477825,WONDERS-00078-ГОЛУБ,0.0,0.0,1248402,0.0,False,0,3,0.0,219.0,,WONDERS-00078-ГОЛУБ,False,В продаже,,0.0,False,0.0,Настольная игра лото для детей. Развивающая игра,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088001388,0.0,False,0,0.0,True,0,3477826,WONDERS-00078-РОЗОВ,0.0,0.0,1248402,0.0,False,0,3,0.0,219.0,,WONDERS-00078-РОЗОВ,False,В продаже,,0.0,False,0.0,Настольная игра лото для детей. Развивающая игра,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000034778639,0.0,False,0,0.0,True,0,3477863,WONDERS-00078-БЕЖЕВ,0.0,0.0,1248402,0.0,False,0,5,0.0,219.0,,WONDERS-00078-БЕЖЕВ,False,В продаже,,0.0,False,0.0,Настольная игра лото для детей. Развивающая игра,0,0,0.0,0
C,C,989,0.0,11.0,0.0,1000034778646,0.0,False,0,0.0,False,11,3477864,WONDERS-00078-ЗЕЛЕН,0.0,0.0,1248402,0.0,False,0,1,0.0,219.0,,WONDERS-00078-ЗЕЛЕН,True,В продаже,,2409.0,False,0.0,Настольная игра лото для детей. Развивающая игра,0,11,0.0,0
C,C,998,0.0,2.0,0.0,4606088029023,0.0,False,0,0.0,False,2,3479489,WONDERS-03530-СИНИЙ,0.0,0.0,1034420,0.0,False,0,0,0.0,382.5,,WONDERS-03530-СИНИЙ,True,В продаже,,765.0,False,0.0,Настольная игра Купи слона в жестяной коробке,0,2,0.0,0
C,C,1000,0.0,0.0,0.0,4606088037271,0.0,False,0,0.0,True,0,3479595,WONDERS-03727-БЕЖЕВ,0.0,0.0,1274298,0.0,False,0,1,0.0,345.0,,WONDERS-03727-БЕЖЕВ,False,Возврат,,0.0,False,0.0,Игра настольная Клан Бро (жестяная коробочка),0,0,0.0,0
C,C,991,0.0,9.0,0.0,4606088043456,0.0,False,0,0.0,False,9,3497736,WONDERS-04345-04345,0.0,0.0,1280650,0.0,False,0,2,0.0,199.0,,WONDERS-04345-04345,True,В продаже,,1791.0,False,0.0,Настольная детская игра 'Мемо' транспорт животные флаги,0,9,0.0,0
C,C,988,0.0,12.0,0.0,4606088043463,0.0,False,0,0.0,False,12,3497737,WONDERS-04345-04346,0.0,0.0,1280650,0.0,False,0,0,0.0,199.0,,WONDERS-04345-04346,True,В продаже,,2388.0,False,0.0,Настольная детская игра 'Мемо' транспорт животные флаги,0,12,0.0,0
C,C,994,0.017,6.133,0.0,4606088043470,0.0,False,0,0.0,False,6,3497738,WONDERS-04345-04347,0.0,0.0,1280650,0.0,False,0,0,0.0,199.0,,WONDERS-04345-04347,False,В продаже,352.9,1194.0,False,0.0,Настольная детская игра 'Мемо' транспорт животные флаги,0,6,368.0,0
C,C,987,0.0,13.0,0.0,4606088043494,0.0,False,0,0.0,False,13,3497739,WONDERS-04345-04349,0.0,0.0,1280650,0.0,False,0,2,0.0,199.0,,WONDERS-04345-04349,True,В продаже,,2587.0,False,0.0,Настольная детская игра 'Мемо' транспорт животные флаги,0,13,0.0,0
C,C,995,0.0,5.0,0.0,4606088043517,0.0,False,0,0.0,False,5,3497740,WONDERS-04345-04351,0.0,0.0,1280650,0.0,False,0,0,0.0,199.0,,WONDERS-04345-04351,True,В продаже,,995.0,False,0.0,Настольная детская игра 'Мемо' транспорт животные флаги,0,5,0.0,0
C,C,999,0.0,1.0,0.0,4606088043524,0.0,False,0,0.0,False,1,3497741,WONDERS-04345-04352,0.0,0.0,1280650,0.0,False,0,0,0.0,199.0,,WONDERS-04345-04352,True,В продаже,,199.0,False,0.0,Настольная детская игра 'Мемо' транспорт животные флаги,0,1,0.0,0
C,C,1000,0.0,0.0,0.0,4606088037547,0.0,False,0,0.0,True,0,3498040,WONDERS-03754-ЖЕЛТ,0.0,0.0,1280742,0.0,False,0,1,0.0,699.0,,WONDERS-03754-ЖЕЛТ,False,В продаже,,0.0,False,0.0,Развивающая игра на липучках изучаем цвета Мой дом Овощи и фрукты Формы Времена года,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088028361,0.0,False,0,0.0,True,0,3498041,WONDERS-03754-ЛАВАНД,0.0,0.0,1280742,0.0,False,0,7,0.0,699.0,,WONDERS-03754-ЛАВАНД,False,В продаже,,0.0,False,0.0,Развивающая игра на липучках изучаем цвета Мой дом Овощи и фрукты Формы Времена года,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000034980568,0.0,False,0,0.0,True,0,3498056,WONDERS-02645-АЛЫЙ,0.0,0.0,969613,0.0,False,0,1,0.0,299.0,,WONDERS-02645-АЛЫЙ,False,В продаже,,0.0,False,0.0,Пазлы детские крупные Maxi 'Игрушки' 'Фрукты' 'Ягоды'. Макси пазлы,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000034982197,0.0,False,1,0.0,True,0,3498219,WONDERS-01357-ЗЕЛЕН,0.0,0.0,1280787,0.0,False,0,1,0.0,849.0,,WONDERS-01357-ЗЕЛЕН,False,В продаже,,0.0,False,0.0,Словодел Большой Компакт. Настольная развивающая игра для детей и взрослых. Собери слово,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000034982203,0.0,False,0,0.0,True,0,3498220,WONDERS-01357-ЛЗЕЛЕН,0.0,0.0,1280787,0.0,False,0,3,0.0,590.0,,WONDERS-01357-ЛЗЕЛЕН,False,В продаже,,0.0,False,0.0,Словодел Большой Компакт. Настольная развивающая игра для детей и взрослых. Собери слово,0,0,0.0,0
C,C,983,0.0,17.0,0.0,4606088028385,0.0,False,0,0.0,False,17,3591748,WONDERS-03754-КРАСН,0.0,0.0,1280742,0.0,False,0,1,0.0,699.0,,WONDERS-03754-КРАСН,True,В продаже,,11883.0,False,0.0,Развивающая игра на липучках изучаем цвета Мой дом Овощи и фрукты Формы Времена года,0,17,0.0,0
C,C,1000,0.0,0.0,0.0,4606088038193,0.0,False,0,0.0,True,0,3591886,WONDERS-03754-БИРЮЗ,0.0,0.0,1280742,0.0,False,0,3,0.0,649.0,,WONDERS-03754-БИРЮЗ,False,В продаже,,0.0,False,0.0,Развивающая игра на липучках изучаем цвета Мой дом Овощи и фрукты Формы Времена года,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000035925230,0.0,False,0,0.0,True,0,3592523,WONDERS-02835-02835,0.0,0.0,1313424,0.0,False,0,3,0.0,749.0,,WONDERS-02835-02835,False,Возврат,,0.0,False,0.0,Развивающая игра 'Мама и малыш' карточки на липучках,0,0,0.0,0
C,C,1000,0.143,1.286,0.0,1000035925247,0.0,False,0,0.0,False,0,3592524,WONDERS-02835-03819,0.0,0.0,1313424,0.0,False,0,2,0.0,749.0,,WONDERS-02835-03819,False,Возврат,0.0,0.0,True,0.0,Развивающая игра 'Мама и малыш' карточки на липучках,0,0,9.0,0
C,C,993,0.0,7.0,0.0,1000035997138,0.0,False,0,0.0,False,7,3599713,WONDERS-01944-01944,0.0,0.0,1315832,0.0,False,0,1,0.0,275.4,,WONDERS-01944-01944,True,В продаже,,1927.8,False,0.0,Шашки шахматы 'Крестики-нолики Кто первый?' магнитные игры 4в1,0,7,0.0,0
C,C,992,0.0,8.0,0.0,1000036001605,0.0,False,0,0.0,False,8,3600160,WONDERS-ДОСКИ10-01726,0.0,0.0,1315962,0.0,False,0,1,0.0,781.69,,WONDERS-ДОСКИ10-01726,True,В продаже,,6253.52,False,0.0,Доски для выжигания 'Любимые праздники' 10 шт в наборе,0,8,0.0,0
C,C,990,0.0,10.0,0.0,1000036001612,0.0,False,0,0.0,False,10,3600161,WONDERS-ДОСКИ10-03866,0.0,0.0,1315962,0.0,False,0,0,0.0,781.69,,WONDERS-ДОСКИ10-03866,True,В продаже,,7816.9,False,0.0,Доски для выжигания 'Любимые праздники' 10 шт в наборе,0,10,0.0,0
C,C,992,0.033,8.633,0.0,1000036004910,0.0,False,0,0.0,False,8,3600491,WONDERS-ДОСКИ2-БЕЛЫЙ,0.0,0.0,1316058,0.0,False,0,0,0.0,199.0,,WONDERS-ДОСКИ2-БЕЛЫЙ,False,В продаже,242.4,1592.0,False,0.0,Доски для выжигания по дереву 2 штуки. Набор досок деревянных,0,8,259.0,0
C,C,998,0.0,2.0,0.0,1000036004927,0.0,False,0,0.0,False,2,3600492,WONDERS-ДОСКИ2-КОРИЧН,0.0,0.0,1316058,0.0,False,0,3,0.0,199.0,,WONDERS-ДОСКИ2-КОРИЧН,True,В продаже,,398.0,False,0.0,Доски для выжигания по дереву 2 штуки. Набор досок деревянных,0,2,0.0,0
C,C,999,0.0,1.0,0.0,4606088017747,0.0,False,0,0.0,False,1,3600494,WONDERS-ДОСКИ2-СЕРЫЙ,0.0,0.0,1316058,0.0,False,0,0,0.0,199.0,,WONDERS-ДОСКИ2-СЕРЫЙ,True,В продаже,,199.0,False,0.0,Доски для выжигания по дереву 2 штуки. Набор досок деревянных,0,1,0.0,0
C,C,993,0.0,7.0,0.0,1000036004958,0.0,False,0,0.0,False,7,3600495,WONDERS-ДОСКИ2-ЧЕРН,0.0,0.0,1316058,0.0,False,0,0,0.0,199.0,,WONDERS-ДОСКИ2-ЧЕРН,True,В продаже,,1393.0,False,0.0,Доски для выжигания по дереву 2 штуки. Набор досок деревянных,0,7,0.0,0
C,C,986,0.0,14.0,0.0,4606088037653,0.0,False,0,0.0,False,14,3610126,WONDERS-ПМ0037-ЖЕЛТ,0.0,0.0,931017,0.0,False,0,1,0.0,145.0,,WONDERS-ПМ0037-ЖЕЛТ,True,В продаже,,2030.0,False,0.0,Пазлы мягкие для детей Герои мультфильма Дисней,0,14,0.0,0
C,C,979,0.017,21.533,0.0,1000036118358,0.0,False,0,0.0,False,21,3611835,WONDERS-03867-КРАСН,0.0,0.0,1320053,0.0,False,0,1,0.0,210.0,,WONDERS-03867-КРАСН,False,В продаже,1235.3,4410.0,False,0.0,Доски для выжигания Вертолет и Гоночный автомобиль Трансформер и космический корабль,0,21,1292.0,0
C,C,998,0.0,2.0,0.0,1000036118365,0.0,False,0,0.0,False,2,3611836,WONDERS-03867-СЕРЫЙ,0.0,0.0,1320053,0.0,False,0,0,0.0,210.0,,WONDERS-03867-СЕРЫЙ,True,В продаже,,420.0,False,0.0,Доски для выжигания Вертолет и Гоночный автомобиль Трансформер и космический корабль,0,2,0.0,0
C,C,987,0.017,13.533,0.0,1000036118372,0.0,False,0,0.0,False,13,3611837,WONDERS-03867-СИНИЙ,0.0,0.0,1320053,0.0,False,0,0,0.0,210.0,,WONDERS-03867-СИНИЙ,False,В продаже,764.7,2730.0,False,0.0,Доски для выжигания Вертолет и Гоночный автомобиль Трансформер и космический корабль,0,13,812.0,0
C,C,989,0.017,11.467,0.0,1000036132811,0.0,False,0,0.0,False,11,3613281,WONDERS-02743-АЛЫЙ,0.0,0.0,1320552,0.0,False,0,3,0.0,279.0,,WONDERS-02743-АЛЫЙ,False,В продаже,647.1,3069.0,False,0.0,Доски деревянные для выжигания по дереву Динозавры Драконы 2шт в наборе. Набор досок,0,11,688.0,0
C,C,1000,1.0,1.0,0.0,1000036132828,0.0,False,0,0.0,False,0,3613282,WONDERS-02743-БИРЮЗ,0.0,0.0,1320552,0.0,False,0,0,0.0,249.0,,WONDERS-02743-БИРЮЗ,False,В продаже,0.0,0.0,True,0.0,Доски деревянные для выжигания по дереву Динозавры Драконы 2шт в наборе. Набор досок,0,0,1.0,0
C,C,987,0.0,13.0,0.0,1000036140571,0.0,False,0,0.0,False,13,3614057,WONDERS-ПМ0037-ЛЕДЯН,0.0,0.0,931017,0.0,False,0,0,0.0,145.0,,WONDERS-ПМ0037-ЛЕДЯН,True,В продаже,,1885.0,False,0.0,Пазлы мягкие для детей Герои мультфильма Дисней,0,13,0.0,0
C,C,1000,0.0,0.0,0.0,1000036140830,0.0,False,0,0.0,True,0,3614083,WONDERS-03763-ВИШН,0.0,0.0,956258,0.0,False,0,1,0.0,125.0,,WONDERS-03763-ВИШН,False,В продаже,,0.0,False,0.0,Пазлы детские мягкие для мальчиков и девочек. Крупные пазлы для малышей. Пазлы для девочек,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000036140847,0.0,False,0,0.0,True,0,3614084,WONDERS-03763-ЛАЙМ,0.0,0.0,956258,0.0,False,0,0,0.0,125.0,,WONDERS-03763-ЛАЙМ,False,В продаже,,0.0,False,0.0,Пазлы детские мягкие для мальчиков и девочек. Крупные пазлы для малышей. Пазлы для девочек,0,0,0.0,0
C,C,977,0.0,23.0,0.0,4606088042862,0.0,False,0,0.0,False,23,3636466,WONDERS-04279-ЖЕЛТ,0.0,0.0,1328379,0.0,False,0,0,0.0,375.0,,WONDERS-04279-ЖЕЛТ,True,В продаже,,8625.0,False,0.0,Набор для шитья мягкая игрушка из фетра своими руками,0,23,0.0,0
C,C,995,0.0,5.0,0.0,4606088042824,0.0,False,0,0.0,False,5,3636467,WONDERS-04279-КОРИЧН,0.0,0.0,1328379,0.0,False,0,0,0.0,375.0,,WONDERS-04279-КОРИЧН,True,В продаже,,1875.0,False,0.0,Набор для шитья мягкая игрушка из фетра своими руками,0,5,0.0,0
C,C,999,0.0,1.0,0.0,4606088042794,0.0,False,0,0.0,False,1,3636468,WONDERS-04279-РОЗОВ,0.0,0.0,1328379,0.0,False,0,1,0.0,375.0,,WONDERS-04279-РОЗОВ,True,В продаже,,375.0,False,0.0,Набор для шитья мягкая игрушка из фетра своими руками,0,1,0.0,0
C,C,1000,1.0,1.0,0.0,4606088042817,0.0,False,0,0.0,False,0,3636469,WONDERS-04279-СЕРЫЙ,0.0,0.0,1328379,0.0,False,0,0,0.0,375.0,,WONDERS-04279-СЕРЫЙ,False,В продаже,0.0,0.0,True,0.0,Набор для шитья мягкая игрушка из фетра своими руками,0,0,1.0,0
C,C,1000,1.0,1.0,0.0,4606088042848,0.0,False,0,0.0,False,0,3636571,WONDERS-04279-ГОЛУБ,0.0,0.0,1328379,0.0,False,0,2,0.0,375.0,,WONDERS-04279-ГОЛУБ,False,В продаже,0.0,0.0,True,0.0,Набор для шитья мягкая игрушка из фетра своими руками,0,0,1.0,0
C,C,1000,0.5,1.0,0.0,4606088042800,0.0,False,0,0.0,False,0,3636572,WONDERS-04279-ЗЕЛЕН,0.0,0.0,1328379,0.0,False,0,1,0.0,375.0,,WONDERS-04279-ЗЕЛЕН,False,В продаже,0.0,0.0,True,0.0,Набор для шитья мягкая игрушка из фетра своими руками,0,0,2.0,0
