abc_profit,abc_revenue,available_to_ship,avg_daily_sales_official,avg_daily_stock_official,avg_unit_revenue,barcode,cogs,current_winner,damaged,gross_profit,historical_only_hit,in_sale,inventory_row_id,key,marketplace_fee,net_revenue,product_id,profit_margin_pct,reorder_candidate,returns,returns_stock,revenue,sale_price,seller_sku_id,sku,stale_stock,status,stock_cover_days,stock_value_sale,stockout_risk,storage_cost_per_day,title,to_ship,total_stock,turnover_days_official,units_sold
C,C,999,0.0,1.0,0.0,4895136048318,0.0,False,0,0.0,False,1,1820584,WONDERS-ВВ4810-ЖЕЛТ,0.0,0.0,683697,0.0,False,0,0,0.0,468.0,,WONDERS-ВВ4810-ЖЕЛТ,True,В продаже,,468.0,False,0.0,Конструктор Стройка: экскаватор кран,0,1,0.0,0
C,C,1000,0.0,0.0,0.0,4895136048325,0.0,False,0,0.0,True,0,1820585,WONDERS-ВВ4810-СЕРЫЙ,0.0,0.0,683697,0.0,False,0,1,0.0,520.0,,WONDERS-ВВ4810-СЕРЫЙ,False,В продаже,,0.0,False,0.0,Конструктор Стройка: экскаватор кран,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136035615,0.0,False,0,0.0,True,0,1820586,WONDERS-ВВ4810-ЧЕРН,0.0,0.0,683697,0.0,False,0,0,0.0,520.0,,WONDERS-ВВ4810-ЧЕРН,False,В продаже,,0.0,False,0.0,Конструктор Стройка: экскаватор кран,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010331929,0.0,False,0,0.0,True,0,1820782,WONDERS-Г44952,0.0,0.0,683730,0.0,False,0,1,0.0,1150.0,,WONDERS-Г44952,False,Возврат,,0.0,False,0.0,Конструктор 'Розовая мечта' - Фабрика звезд 430 деталей,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010526950,0.0,False,0,0.0,True,0,1823091,WONDERS-Г79545,0.0,0.0,684633,0.0,False,0,0,0.0,380.0,,WONDERS-Г79545,False,Закончился,,0.0,False,0.0,Конструктор Капитан AUSINI 2 в 1 132 детали,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010527124,0.0,False,0,0.0,True,0,1823120,WONDERS-Г79562,0.0,0.0,684653,0.0,False,0,1,0.0,510.0,,WONDERS-Г79562,False,Возврат,,0.0,False,0.0,Конструктор Автомобиль AUSINI 3 варианта сборки 143 детали,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010526974,0.0,False,0,0.0,True,0,1823608,WONDERS-Г79547,0.0,0.0,684790,0.0,False,0,0,0.0,1050.0,,WONDERS-Г79547,False,Закончился,,0.0,False,0.0,Конструктор Капитан AUSINI 2 в 1 244 детали,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010526967,0.0,False,0,0.0,True,0,1823745,WONDERS-Г79546,0.0,0.0,684813,0.0,False,0,0,0.0,790.0,,WONDERS-Г79546,False,Закончился,,0.0,False,0.0,Конструктор Капитан AUSINI 2 в 1 201 деталь,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136035738,0.0,False,0,0.0,True,0,1823865,WONDERS-ВВ3663-БЕЛЫЙ,0.0,0.0,684903,0.0,False,0,0,0.0,285.0,,WONDERS-ВВ3663-БЕЛЫЙ,False,Закончился,,0.0,False,0.0,Конструктор  'Пожарная Служба' Вертолет Пожарная машина Пожарный пост,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136035776,0.0,False,0,0.0,True,0,1823866,WONDERS-ВВ3663-СЕРЫЙ,0.0,0.0,684903,0.0,False,0,0,0.0,285.0,,WONDERS-ВВ3663-СЕРЫЙ,False,Закончился,,0.0,False,0.0,Конструктор  'Пожарная Служба' Вертолет Пожарная машина Пожарный пост,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136048370,0.0,False,0,0.0,True,0,1823867,WONDERS-ВВ3663-ЧЕРН,0.0,0.0,684903,0.0,False,0,0,0.0,355.0,,WONDERS-ВВ3663-ЧЕРН,False,Закончился,,0.0,False,0.0,Конструктор  'Пожарная Служба' Вертолет Пожарная машина Пожарный пост,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018239170,0.0,False,0,0.0,True,0,1823917,WONDERS-ВВ2378-ГОЛУБ,0.0,0.0,684925,0.0,False,0,0,0.0,599.0,,WONDERS-ВВ2378-ГОЛУБ,False,Закончился,,0.0,False,0.0,Коврик-водная многоразовая раскраска для рисования 35 х 50 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018239187,0.0,False,1,0.0,True,0,1823918,WONDERS-ВВ2378-ЗЕЛЕН,0.0,0.0,684925,0.0,False,0,1,0.0,599.0,,WONDERS-ВВ2378-ЗЕЛЕН,False,Не в продаже,,0.0,False,0.0,Коврик-водная многоразовая раскраска для рисования 35 х 50 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136029935,0.0,False,0,0.0,True,0,1823919,WONDERS-ВВ2378-СИНИЙ,0.0,0.0,684925,0.0,False,0,0,0.0,599.0,,WONDERS-ВВ2378-СИНИЙ,False,Закончился,,0.0,False,0.0,Коврик-водная многоразовая раскраска для рисования 35 х 50 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018346953,0.0,False,0,0.0,True,0,1834695,WONDERS-И59251-ГОЛУБ,0.0,0.0,683622,0.0,False,0,1,0.0,490.0,,WONDERS-И59251-ГОЛУБ,False,Возврат,,0.0,False,0.0,Надувной круг 91 см от 9лет 3 цвета,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018346960,0.0,False,0,0.0,True,0,1834696,WONDERS-И59251-ОРАНЖ,0.0,0.0,683622,0.0,False,0,0,0.0,490.0,,WONDERS-И59251-ОРАНЖ,False,Закончился,,0.0,False,0.0,Надувной круг 91 см от 9лет 3 цвета,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018346977,0.0,False,0,0.0,True,0,1834697,WONDERS-И59251-ПУРПУР,0.0,0.0,683622,0.0,False,0,1,0.0,490.0,,WONDERS-И59251-ПУРПУР,False,Возврат,,0.0,False,0.0,Надувной круг 91 см от 9лет 3 цвета,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018348391,0.0,False,0,0.0,True,0,1834839,WONDERS-И59574,0.0,0.0,688940,0.0,False,0,1,0.0,480.0,,WONDERS-И59574,False,Возврат,,0.0,False,0.0,Надувной круг с сидением модели для малышей 'My baby Float' 67см 1-2 года,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010699456,0.0,False,0,0.0,True,0,1836879,WONDERS-Б72508-ЖЕЛТ,0.0,0.0,689439,0.0,False,0,0,0.0,1350.0,,WONDERS-Б72508-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Игрушка развивающая 'Чудо месяц'свет звукпроектор Play Smart,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136029911,0.0,False,0,0.0,True,0,1848527,WONDERS-ВВ3097-ГОЛУБ,0.0,0.0,693644,0.0,False,0,1,0.0,549.0,,WONDERS-ВВ3097-ГОЛУБ,False,Возврат,,0.0,False,0.0,Детский коврик для рисования - коврик для детей 39 х 29 см + 2 ручки,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136029928,0.0,False,0,0.0,True,0,1848528,WONDERS-ВВ3097-ЗЕЛЕН,0.0,0.0,693644,0.0,False,0,0,0.0,549.0,,WONDERS-ВВ3097-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Детский коврик для рисования - коврик для детей 39 х 29 см + 2 ручки,0,0,0.0,0
C,C,998,0.033,2.817,0.0,4895136051172,0.0,False,0,0.0,False,2,1848574,WONDERS-ВВ5134,0.0,0.0,693665,0.0,False,0,0,0.0,674.1,,WONDERS-ВВ5134,False,В продаже,60.6,1348.2,False,0.0,Водная многоразовая раскраска с трафаретами для рисования Коврик 'Весёлый счёт' 2 ручки,0,2,84.5,0
C,C,1000,0.0,0.0,0.0,4895136034298,0.0,False,0,0.0,True,0,1850460,WONDERS-ВВ3467,0.0,0.0,694142,0.0,False,0,0,0.0,750.0,,WONDERS-ВВ3467,False,Закончился,,0.0,False,0.0,Изучаем цвета и формы на липучках. Компактные развивающие игры в дорогу малышам,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018506234,0.0,False,0,0.0,True,0,1850623,WONDERS-ВВ4236,0.0,0.0,694190,0.0,False,0,0,0.0,650.0,,WONDERS-ВВ4236,False,Закончился,,0.0,False,0.0,Магнитные сказки 'Колобок и репка',0,0,0.0,0
C,C,996,0.0,4.0,0.0,4895136035110,0.0,False,0,0.0,False,4,1850625,WONDERS-ВВ3475,0.0,0.0,694192,0.0,False,0,1,0.0,391.5,,WONDERS-ВВ3475,True,В продаже,,1566.0,False,0.0,Магнитная мозаика 'Забавные зверюшки',0,4,0.0,0
C,C,1000,0.0,0.0,0.0,4602010362589,0.0,False,0,0.0,True,0,1877487,WONDERS-Н51156,0.0,0.0,703273,0.0,False,0,1,0.0,560.0,,WONDERS-Н51156,False,Возврат,,0.0,False,0.0,Лягушка - сачок и животные. Набор для игр в ванной,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010362596,0.0,False,0,0.0,True,0,1877565,WONDERS-Н51157,0.0,0.0,703297,0.0,False,0,0,0.0,590.0,,WONDERS-Н51157,False,Закончился,,0.0,False,0.0,Набор для ванной с китом игрушки сетка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136018762,0.0,False,0,0.0,True,0,1878021,WONDERS-ВВ1983-ГОЛУБ,0.0,0.0,703417,0.0,False,0,1,0.0,320.0,,WONDERS-ВВ1983-ГОЛУБ,False,Возврат,,0.0,False,0.0,Книга раскрасок антистресс 24 листа 12 дизайнов,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136018779,0.0,False,0,0.0,True,0,1878022,WONDERS-ВВ1983-ЛАВАНД,0.0,0.0,703417,0.0,False,0,0,0.0,320.0,,WONDERS-ВВ1983-ЛАВАНД,False,Закончился,,0.0,False,0.0,Книга раскрасок антистресс 24 листа 12 дизайнов,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018833323,0.0,False,0,0.0,True,0,1883332,WONDERS-М38В059-Г87710A,0.0,0.0,672980,0.0,False,0,0,0.0,140.0,,WONDERS-М38В059-Г87710A,False,Закончился,,0.0,False,0.0,Конструкторы Sluban Строительная техника,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018833330,0.0,False,0,0.0,True,0,1883333,WONDERS-М38В059-Г87710B,0.0,0.0,672980,0.0,False,0,0,0.0,140.0,,WONDERS-М38В059-Г87710B,False,Закончился,,0.0,False,0.0,Конструкторы Sluban Строительная техника,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018833347,0.0,False,0,0.0,True,0,1883334,WONDERS-М38В059-Г87710C,0.0,0.0,672980,0.0,False,0,0,0.0,140.0,,WONDERS-М38В059-Г87710C,False,Закончился,,0.0,False,0.0,Конструкторы Sluban Строительная техника,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000018833354,0.0,False,0,0.0,True,0,1883335,WONDERS-М38В059-Г87710D,0.0,0.0,672980,0.0,False,0,0,0.0,140.0,,WONDERS-М38В059-Г87710D,False,Закончился,,0.0,False,0.0,Конструкторы Sluban Строительная техника,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000019002186,0.0,False,0,0.0,True,0,1900218,WONDERS-ГУСЕНИЦ,0.0,0.0,711154,0.0,False,0,1,0.0,180.0,,WONDERS-ГУСЕНИЦ,False,Возврат,,0.0,False,0.0,Деревянная игрушка 'Гусеница',0,0,0.0,0
C,C,981,0.017,19.467,0.0,1000019003602,0.0,False,0,0.0,False,19,1900360,счмат,0.0,0.0,711203,0.0,False,0,2,0.0,531.0,счмат,WONDERS-СЧМАТ,False,В продаже,1117.6,10089.0,False,0.0,Деревянные счетные палочки и счетный материал,0,19,1168.0,0
C,C,1000,0.0,0.0,0.0,1000019005781,0.0,False,0,0.0,True,0,1900578,WONDERS-ВОЛЧОК-ЖЕЛТ,0.0,0.0,711297,0.0,False,0,0,0.0,88.0,,WONDERS-ВОЛЧОК-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Деревянная игрушка 'Волчок',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000019005798,0.0,False,0,0.0,True,0,1900579,WONDERS-ВОЛЧОК-ОРАНЖ,0.0,0.0,711297,0.0,False,0,1,0.0,88.0,,WONDERS-ВОЛЧОК-ОРАНЖ,False,Возврат,,0.0,False,0.0,Деревянная игрушка 'Волчок',0,0,0.0,0
C,C,1000,1.0,1.0,0.0,1000019005804,0.0,False,0,0.0,False,0,1900580,WONDERS-ВОЛЧОК-РОЗОВ,0.0,0.0,711297,0.0,False,0,1,0.0,120.0,,WONDERS-ВОЛЧОК-РОЗОВ,False,Возврат,0.0,0.0,True,0.0,Деревянная игрушка 'Волчок',0,0,1.0,0
C,C,1000,0.0,0.0,0.0,1000019005811,0.0,False,0,0.0,True,0,1900581,WONDERS-ВОЛЧОК-СИНИЙ,0.0,0.0,711297,0.0,False,0,0,0.0,120.0,,WONDERS-ВОЛЧОК-СИНИЙ,False,Закончился,,0.0,False,0.0,Деревянная игрушка 'Волчок',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000019006672,0.0,False,0,0.0,True,0,1900667,WONDERS-ДУДОЧКА,0.0,0.0,711319,0.0,False,0,3,0.0,199.0,,WONDERS-ДУДОЧКА,False,Возврат,,0.0,False,0.0,Деревянная музыкальная игрушка Дудочка,0,0,0.0,0
C,C,993,0.0,7.0,0.0,1000019011690,0.0,False,0,0.0,False,7,1901169,WONDERS-РЫБ-1,0.0,0.0,711573,0.0,False,0,1,0.0,1215.0,,WONDERS-РЫБ-1,True,В продаже,,8505.0,False,0.0,Пазл рыбалка конструктор. Деревянная игра 3в1,0,7,0.0,0
C,C,989,0.0,11.0,0.0,1000019011706,0.0,False,0,0.0,False,11,1901170,WONDERS-РЫБ-2,0.0,0.0,711573,0.0,False,0,1,0.0,1215.0,,WONDERS-РЫБ-2,True,В продаже,,13365.0,False,0.0,Пазл рыбалка конструктор. Деревянная игра 3в1,0,11,0.0,0
C,C,1000,0.0,0.0,0.0,1000020898204,0.0,False,0,0.0,True,0,2089820,WONDERS-КРАСОЧН-ЗОЛОТ,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-ЗОЛОТ,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000020898211,0.0,False,0,0.0,True,0,2089821,WONDERS-КРАСОЧН-КОРАЛЛМЕЛ,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-КОРАЛЛМЕЛ,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000020898228,0.0,False,0,0.0,True,0,2089822,WONDERS-КРАСОЧН-ЛИМОН,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-ЛИМОН,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000020898235,0.0,False,0,0.0,True,0,2089823,WONDERS-КРАСОЧН-МАНГО,0.0,0.0,13406,0.0,False,0,0,0.0,170.0,,WONDERS-КРАСОЧН-МАНГО,False,Закончился,,0.0,False,0.0,Деревянные погремушки - маракасы 19 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000021349842,0.0,False,0,0.0,True,0,2134984,WONDERS-ПАЗЛЖИВ-ИНДИГО,0.0,0.0,131411,0.0,False,0,1,0.0,199.0,,WONDERS-ПАЗЛЖИВ-ИНДИГО,False,В продаже,,0.0,False,0.0,Пазлы 'Животные' деревянные,0,0,0.0,0
C,C,992,0.0,8.0,0.0,1000021349859,0.0,False,0,0.0,False,8,2134985,WONDERS-ПАЗЛЖИВ-ПУРПУР,0.0,0.0,131411,0.0,False,0,0,0.0,199.0,,WONDERS-ПАЗЛЖИВ-ПУРПУР,True,В продаже,,1592.0,False,0.0,Пазлы 'Животные' деревянные,0,8,0.0,0
C,C,1000,0.0,0.0,0.0,4895136049650,0.0,False,0,0.0,True,0,2142439,WONDERS-ВВ4842,0.0,0.0,799138,0.0,False,0,3,0.0,899.0,,WONDERS-ВВ4842,False,Возврат,,0.0,False,0.0,Страны мира Игра-викторина серия 'Умная Сова' Bondibon,0,0,0.0,0
C,C,998,0.0,2.0,0.0,4895136049667,0.0,False,0,0.0,False,2,2142529,WONDERS-ВВ4843,0.0,0.0,799192,0.0,False,0,1,0.0,659.12,,WONDERS-ВВ4843,True,В продаже,,1318.24,False,0.0,Страны мира 2 Игра-викторина серия 'Умная Сова' Bondibon,0,2,0.0,0
C,C,1000,0.0,0.0,0.0,4895136041838,0.0,False,0,0.0,True,0,2142606,WONDERS-ВВ4005,0.0,0.0,799230,0.0,False,0,0,0.0,799.0,,WONDERS-ВВ4005,False,Закончился,,0.0,False,0.0,Профессии и специальности Игра-викторина 'Умная Сова' Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136052100,0.0,False,0,0.0,True,0,2143308,WONDERS-ВВ4905,0.0,0.0,799463,0.0,False,0,0,0.0,799.0,,WONDERS-ВВ4905,False,Закончился,,0.0,False,0.0,Достопримечательности мира Игра-викторина 'Умная Сова' Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136049612,0.0,False,0,0.0,True,0,2145158,WONDERS-ВВ4835-ЗЕЛЕН,0.0,0.0,800197,0.0,False,0,0,0.0,649.0,,WONDERS-ВВ4835-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Игра-викторина 'Любимые сказки' серия Умная Сова от Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136049605,0.0,False,0,0.0,True,0,2145159,WONDERS-ВВ4835-ФИОЛЕТ,0.0,0.0,800197,0.0,False,0,0,0.0,549.0,,WONDERS-ВВ4835-ФИОЛЕТ,False,Закончился,,0.0,False,0.0,Игра-викторина 'Любимые сказки' серия Умная Сова от Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136049629,0.0,False,0,0.0,True,0,2170106,WONDERS-ВВ4835-ГОЛУБ,0.0,0.0,800197,0.0,False,0,0,0.0,799.0,,WONDERS-ВВ4835-ГОЛУБ,False,Закончился,,0.0,False,0.0,Игра-викторина 'Любимые сказки' серия Умная Сова от Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136049636,0.0,False,0,0.0,True,0,2170107,WONDERS-ВВ4835-КРАСН,0.0,0.0,800197,0.0,False,0,0,0.0,799.0,,WONDERS-ВВ4835-КРАСН,False,Закончился,,0.0,False,0.0,Игра-викторина 'Любимые сказки' серия Умная Сова от Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000021705549,0.0,False,0,0.0,True,0,2170554,WONDERS-ВВ4003,0.0,0.0,809789,0.0,False,0,0,0.0,659.0,,WONDERS-ВВ4003,False,Закончился,,0.0,False,0.0,Весёлый зоопарк Игра-викторина серии 'Умная Сова' от Bondibon,0,0,0.0,0
C,C,987,0.0,13.0,0.0,1000021741738,0.0,False,0,0.0,False,13,2174173,WONDERS-ЛТ07-ЛТ07,0.0,0.0,810916,0.0,False,0,0,0.0,531.0,,WONDERS-ЛТ07-ЛТ07,True,В продаже,,6903.0,False,0.0,Лото 'Фрукты-овощи' 'Животные' 'Транспорт' от Алатойс,0,13,0.0,0
C,C,987,0.0,13.0,0.0,1000021741745,0.0,False,0,0.0,False,13,2174174,WONDERS-ЛТ07-ЛТ08,0.0,0.0,810916,0.0,False,0,2,0.0,531.0,,WONDERS-ЛТ07-ЛТ08,True,В продаже,,6903.0,False,0.0,Лото 'Фрукты-овощи' 'Животные' 'Транспорт' от Алатойс,0,13,0.0,0
C,C,1000,0.0,0.0,0.0,1000021741752,0.0,False,0,0.0,True,0,2174175,WONDERS-ЛТ07-ЛТ13,0.0,0.0,810916,0.0,False,0,1,0.0,590.0,,WONDERS-ЛТ07-ЛТ13,False,В продаже,,0.0,False,0.0,Лото 'Фрукты-овощи' 'Животные' 'Транспорт' от Алатойс,0,0,0.0,0
C,C,1000,1.0,1.0,0.0,4670006857692,0.0,False,0,0.0,False,0,2188705,WONDERS-СОР61,0.0,0.0,817008,0.0,False,0,3,0.0,750.0,,WONDERS-СОР61,False,Возврат,0.0,0.0,True,0.0,Сортер для малышей деревянный Монтессори рамка-вкладыш 'Животные' 18 деталей,0,0,1.0,0
C,C,1000,0.0,0.0,0.0,4670006857371,0.0,False,0,0.0,True,0,2269340,WONDERS-ПЧЗ102,0.0,0.0,844757,0.0,False,0,0,0.0,750.0,,WONDERS-ПЧЗ102,False,Закончился,,0.0,False,0.0,Бизиборд деревянный 'Часы-календарь' обучающий,0,0,0.0,0
C,C,990,0.0,10.0,0.0,4670006852888,0.0,False,0,0.0,False,10,2269427,WONDERS-СОР25,0.0,0.0,844805,0.0,False,0,0,0.0,558.0,,WONDERS-СОР25,True,В продаже,,5580.0,False,0.0,Деревянный сортер геометрические фигуры,0,10,0.0,0
C,C,997,0.0,3.0,0.0,4670006858057,0.0,False,0,0.0,False,3,2269463,WONDERS-СОР52,0.0,0.0,844817,0.0,False,0,0,0.0,765.0,,WONDERS-СОР52,True,В продаже,,2295.0,False,0.0,Досочки 'Сегена',0,3,0.0,0
C,C,1000,0.0,0.0,0.0,4670006855131,0.0,False,0,0.0,True,0,2269848,WONDERS-ШН-ШМ02,0.0,0.0,604909,0.0,False,0,0,0.0,155.0,,WONDERS-ШН-ШМ02,False,Закончился,,0.0,False,0.0,Деревянная игрушка - шнуровка 4 вида,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000022698499,0.0,False,0,0.0,True,0,2269849,WONDERS-ШН-ШД05,0.0,0.0,604909,0.0,False,0,0,0.0,155.0,,WONDERS-ШН-ШД05,False,Закончился,,0.0,False,0.0,Деревянная игрушка - шнуровка 4 вида,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4670006854820,0.0,False,0,0.0,True,0,2269850,WONDERS-ШН-ШД06,0.0,0.0,604909,0.0,False,0,0,0.0,155.0,,WONDERS-ШН-ШД06,False,Закончился,,0.0,False,0.0,Деревянная игрушка - шнуровка 4 вида,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010531022,0.0,False,0,0.0,True,0,2331801,WONDERS-Н80779,0.0,0.0,868850,0.0,False,0,0,0.0,120.0,,WONDERS-Н80779,False,Закончился,,0.0,False,0.0,Головоломка змейка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000023328593,0.0,False,0,0.0,True,0,2332859,WONDERS-Г87713-БЕЖЕВ,0.0,0.0,868993,0.0,False,0,0,0.0,175.0,,WONDERS-Г87713-БЕЖЕВ,False,Закончился,,0.0,False,0.0,Конструктор Sluban,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000023328616,0.0,False,0,0.0,True,0,2332861,WONDERS-Г87713-ЖЕЛТ,0.0,0.0,868993,0.0,False,0,0,0.0,175.0,,WONDERS-Г87713-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Конструктор Sluban,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000023328623,0.0,False,0,0.0,True,0,2332862,WONDERS-Г87713-КРАСН,0.0,0.0,868993,0.0,False,0,0,0.0,175.0,,WONDERS-Г87713-КРАСН,False,Закончился,,0.0,False,0.0,Конструктор Sluban,0,0,0.0,0
